# file...... caliSubCheck.csv
# date...... Wed Oct 12 09:32:39 2016
# user...... brendanlewis
# host...... (null)
# target.... meter 0
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,measured_real_power,measured_reactive_power,measured_power
2011-04-13 00:00:00 PDT,+5133.81,-617739,+617761-89.5238d
2011-04-13 01:00:00 PDT,+5197.85,-625437,+625459-89.5238d
2011-04-13 02:00:00 PDT,+5262.22,-633182,+633204-89.5238d
2011-04-13 03:00:00 PDT,+5326.99,-640975,+640997-89.5238d
2011-04-13 04:00:00 PDT,+5392.15,-648816,+648838-89.5238d
2011-04-13 05:00:00 PDT,+5457.71,-656704,+656727-89.5238d
2011-04-13 06:00:00 PDT,+5457.73,-656704,+656727-89.5238d
2011-04-13 07:00:00 PDT,+5457.73,-656704,+656727-89.5238d
2011-04-13 08:00:00 PDT,+5457.73,-656704,+656727-89.5238d
2011-04-13 09:00:00 PDT,+5457.73,-656704,+656727-89.5238d
2011-04-13 10:00:00 PDT,+2.82694e+06,+300953,+2.84292e+06+6.07675d
2011-04-13 11:00:00 PDT,+2.7434e+06,+268418,+2.7565e+06+5.5881d
2011-04-13 12:00:00 PDT,+2.64851e+06,+231780,+2.65864e+06+5.0014d
2011-04-13 13:00:00 PDT,+2.59399e+06,+210880,+2.60255e+06+4.64768d
2011-04-13 14:00:00 PDT,+2.63594e+06,+226950,+2.64569e+06+4.92093d
2011-04-13 15:00:00 PDT,+2.587e+06,+208207,+2.59536e+06+4.60137d
2011-04-13 16:00:00 PDT,+2.49594e+06,+173576,+2.50197e+06+3.97814d
2011-04-13 17:00:00 PDT,+2.52398e+06,+184207,+2.53069e+06+4.17421d
2011-04-13 18:00:00 PDT,+2.5576e+06,+196993,+2.56518e+06+4.40438d
2011-04-13 19:00:00 PDT,+2.51837e+06,+182079,+2.52495e+06+4.13531d
2011-04-13 20:00:00 PDT,+2.5828e+06,+206604,+2.59105e+06+4.57348d
2011-04-13 21:00:00 PDT,+2.81999e+06,+298234,+2.83571e+06+6.037d
2011-04-13 22:00:00 PDT,+2.95053e+06,+349569,+2.97117e+06+6.75671d
2011-04-13 23:00:00 PDT,+2.74898e+06,+270581,+2.76226e+06+5.62149d
2011-04-14 00:00:00 PDT,+2.4103e+06,+141287,+2.41444e+06+3.35472d
2011-04-14 01:00:00 PDT,+2.18622e+06,+58087.6,+2.187e+06+1.52198d
2011-04-14 02:00:00 PDT,+2.05742e+06,+11102.6,+2.05745e+06+0.309186d
2011-04-14 03:00:00 PDT,+2.05884e+06,+11616.4,+2.05887e+06+0.323272d
2011-04-14 04:00:00 PDT,+2.03473e+06,+2889.46,+2.03473e+06+0.081364d
2011-04-14 05:00:00 PDT,+2.05317e+06,+9561.48,+2.05319e+06+0.266821d
2011-04-14 06:00:00 PDT,+2.19753e+06,+62240.2,+2.19841e+06+1.62235d
2011-04-14 07:00:00 PDT,+2.49033e+06,+171453,+2.49623e+06+3.93845d
2011-04-14 08:00:00 PDT,+2.93389e+06,+342989,+2.95387e+06+6.66795d
2011-04-14 09:00:00 PDT,+3.02118e+06,+377618,+3.04469e+06+7.12448d
2011-04-14 10:00:00 PDT,+3.06544e+06,+395289,+3.09082e+06+7.34775d
2011-04-14 11:00:00 PDT,+3.1345e+06,+423008,+3.16291e+06+7.68576d
2011-04-14 12:00:00 PDT,+3.15933e+06,+433019,+3.18887e+06+7.80435d
2011-04-14 13:00:00 PDT,+3.1276e+06,+420230,+3.1557e+06+7.65253d
2011-04-14 14:00:00 PDT,+3.16761e+06,+436360,+3.19752e+06+7.84353d
2011-04-14 15:00:00 PDT,+3.1483e+06,+428567,+3.17733e+06+7.75184d
2011-04-14 16:00:00 PDT,+3.15244e+06,+430236,+3.18166e+06+7.77156d
2011-04-14 17:00:00 PDT,+3.1276e+06,+420230,+3.1557e+06+7.65253d
2011-04-14 18:00:00 PDT,+3.32173e+06,+499070,+3.35901e+06+8.54445d
2011-04-14 19:00:00 PDT,+3.25162e+06,+470433,+3.28548e+06+8.23222d
2011-04-14 20:00:00 PDT,+3.264e+06,+475477,+3.29845e+06+8.28814d
2011-04-14 21:00:00 PDT,+3.27775e+06,+481086,+3.31287e+06+8.34986d
2011-04-14 22:00:00 PDT,+3.47523e+06,+562438,+3.52045e+06+9.19313d
2011-04-14 23:00:00 PDT,+3.32173e+06,+499070,+3.35901e+06+8.54445d
2011-04-15 00:00:00 PDT,+3.02256e+06,+378170,+3.04613e+06+7.13154d
2011-04-15 01:00:00 PDT,+2.74201e+06,+267877,+2.75506e+06+5.57973d
2011-04-15 02:00:00 PDT,+2.5828e+06,+206604,+2.59105e+06+4.57347d
2011-04-15 03:00:00 PDT,+2.52538e+06,+184739,+2.53213e+06+4.18391d
2011-04-15 04:00:00 PDT,+2.53239e+06,+187401,+2.53931e+06+4.23227d
2011-04-15 05:00:00 PDT,+2.53939e+06,+190064,+2.5465e+06+4.28038d
2011-04-15 06:00:00 PDT,+2.63454e+06,+226413,+2.64425e+06+4.91195d
2011-04-15 07:00:00 PDT,+2.97271e+06,+358354,+2.99423e+06+6.87372d
2011-04-15 08:00:00 PDT,+3.26813e+06,+477159,+3.30278e+06+8.3067d
2011-04-15 09:00:00 PDT,+3.40815e+06,+534634,+3.44983e+06+8.91529d
2011-04-15 10:00:00 PDT,+3.34781e+06,+509774,+3.3864e+06+8.65797d
2011-04-15 11:00:00 PDT,+3.24887e+06,+469313,+3.28259e+06+8.21975d
2011-04-15 12:00:00 PDT,+3.25162e+06,+470433,+3.28548e+06+8.23222d
2011-04-15 13:00:00 PDT,+2.85336e+06,+311296,+2.87029e+06+6.22623d
2011-04-15 14:00:00 PDT,+2.81999e+06,+298234,+2.83571e+06+6.037d
2011-04-15 15:00:00 PDT,+2.41592e+06,+143398,+2.42018e+06+3.39683d
2011-04-15 16:00:00 PDT,+2.3653e+06,+124430,+2.36858e+06+3.01135d
2011-04-15 17:00:00 PDT,+2.42154e+06,+145510,+2.42591e+06+3.43875d
2011-04-15 18:00:00 PDT,+2.48893e+06,+170922,+2.49479e+06+3.9285d
2011-04-15 19:00:00 PDT,+2.59679e+06,+211950,+2.60542e+06+4.66615d
2011-04-15 20:00:00 PDT,+2.68482e+06,+245759,+2.69605e+06+5.23008d
2011-04-15 21:00:00 PDT,+2.75316e+06,+272204,+2.76658e+06+5.64646d
2011-04-15 22:00:00 PDT,+2.82833e+06,+301497,+2.84436e+06+6.08468d
2011-04-15 23:00:00 PDT,+2.66388e+06,+237690,+2.67446e+06+5.09882d
2011-04-16 00:00:00 PDT,+2.45385e+06,+157671,+2.45891e+06+3.67646d
2011-04-16 01:00:00 PDT,+2.26952e+06,+88797,+2.27125e+06+2.24061d
2011-04-16 02:00:00 PDT,+2.124e+06,+35311.8,+2.12429e+06+0.952464d
2011-04-16 03:00:00 PDT,+2.05459e+06,+10075.2,+2.05461e+06+0.280962d
2011-04-16 04:00:00 PDT,+1.99216e+06,-12471.6,+1.9922e+06-0.358686d
2011-04-16 05:00:00 PDT,+1.9879e+06,-14004.9,+1.98795e+06-0.403646d
2011-04-16 06:00:00 PDT,+2.00777e+06,-6845.12,+2.00778e+06-0.195338d
2011-04-16 07:00:00 PDT,+2.12258e+06,+34795.4,+2.12287e+06+0.939164d
2011-04-16 08:00:00 PDT,+2.28362e+06,+94021.1,+2.28555e+06+2.35765d
2011-04-16 09:00:00 PDT,+2.50015e+06,+175170,+2.50628e+06+4.0078d
2011-04-16 10:00:00 PDT,+2.66248e+06,+237152,+2.67302e+06+5.09001d
2011-04-16 11:00:00 PDT,+2.74898e+06,+270581,+2.76226e+06+5.62149d
2011-04-16 12:00:00 PDT,+2.68063e+06,+244144,+2.69173e+06+5.20397d
2011-04-16 13:00:00 PDT,+2.72807e+06,+262474,+2.74067e+06+5.49565d
2011-04-16 14:00:00 PDT,+2.71273e+06,+256537,+2.72483e+06+5.40228d
2011-04-16 15:00:00 PDT,+2.70994e+06,+255458,+2.72195e+06+5.3852d
2011-04-16 16:00:00 PDT,+2.5632e+06,+199127,+2.57092e+06+4.44221d
2011-04-16 17:00:00 PDT,+2.61917e+06,+220516,+2.62843e+06+4.81257d
2011-04-16 18:00:00 PDT,+2.70296e+06,+252762,+2.71476e+06+5.34236d
2011-04-16 19:00:00 PDT,+2.72807e+06,+262474,+2.74067e+06+5.49565d
2011-04-16 20:00:00 PDT,+2.72668e+06,+261934,+2.73923e+06+5.4872d
2011-04-16 21:00:00 PDT,+2.73783e+06,+266256,+2.75074e+06+5.55459d
2011-04-16 22:00:00 PDT,+2.8186e+06,+297690,+2.83427e+06+6.02903d
2011-04-16 23:00:00 PDT,+2.70436e+06,+253301,+2.7162e+06+5.35094d
2011-04-17 00:00:00 PDT,+2.47771e+06,+166678,+2.48331e+06+3.84855d
2011-04-17 01:00:00 PDT,+2.27657e+06,+91408.3,+2.2784e+06+2.29929d
2011-04-17 02:00:00 PDT,+2.14805e+06,+44098.7,+2.1485e+06+1.1761d
2011-04-17 03:00:00 PDT,+2.09426e+06,+24479.6,+2.09441e+06+0.669694d
2011-04-17 04:00:00 PDT,+2.05884e+06,+11616.5,+2.05887e+06+0.323274d
2011-04-17 05:00:00 PDT,+2.056e+06,+10588.8,+2.05603e+06+0.295082d
2011-04-17 06:00:00 PDT,+2.09426e+06,+24479.5,+2.09441e+06+0.669691d
2011-04-17 07:00:00 PDT,+2.22719e+06,+73157.9,+2.22839e+06+1.88136d
2011-04-17 08:00:00 PDT,+2.3639e+06,+123904,+2.36714e+06+3.00043d
2011-04-17 09:00:00 PDT,+2.5674e+06,+200729,+2.57524e+06+4.4705d
2011-04-17 10:00:00 PDT,+2.70715e+06,+254380,+2.71907e+06+5.36809d
2011-04-17 11:00:00 PDT,+2.68622e+06,+246297,+2.69749e+06+5.23876d
2011-04-17 12:00:00 PDT,+2.62476e+06,+222660,+2.63418e+06+4.84883d
2011-04-17 13:00:00 PDT,+2.5548e+06,+195927,+2.5623e+06+4.38541d
2011-04-17 14:00:00 PDT,+2.38922e+06,+133378,+2.39294e+06+3.19523d
2011-04-17 15:00:00 PDT,+2.20883e+06,+66396.4,+2.20983e+06+1.72177d
2011-04-17 16:00:00 PDT,+2.124e+06,+35311.8,+2.12429e+06+0.952464d
2011-04-17 17:00:00 PDT,+2.07726e+06,+18300.9,+2.07734e+06+0.504769d
2011-04-17 18:00:00 PDT,+2.07018e+06,+15728.8,+2.07024e+06+0.435315d
2011-04-17 19:00:00 PDT,+2.12541e+06,+35828.2,+2.12571e+06+0.965748d
2011-04-17 20:00:00 PDT,+2.14664e+06,+43581.3,+2.14708e+06+1.16307d
2011-04-17 21:00:00 PDT,+2.3104e+06,+103962,+2.31273e+06+2.57643d
2011-04-17 22:00:00 PDT,+2.50576e+06,+177295,+2.51202e+06+4.04721d
2011-04-17 23:00:00 PDT,+2.3864e+06,+132325,+2.39007e+06+3.17377d
2011-04-18 00:00:00 PDT,+2.12258e+06,+34795.4,+2.12287e+06+0.939164d
2011-04-18 01:00:00 PDT,+1.89122e+06,-48623.8,+1.89185e+06-1.47277d
2011-04-18 02:00:00 PDT,+1.79004e+06,-84490.7,+1.79203e+06-2.70239d
2011-04-18 03:00:00 PDT,+1.80716e+06,-78448.8,+1.80886e+06-2.48566d
2011-04-18 04:00:00 PDT,+1.80573e+06,-78952.7,+1.80745e+06-2.50357d
2011-04-18 05:00:00 PDT,+1.85135e+06,-62802.7,+1.85241e+06-1.94288d
2011-04-18 06:00:00 PDT,+1.90545e+06,-43549.2,+1.90595e+06-1.30927d
2011-04-18 07:00:00 PDT,+2.16078e+06,+48757.2,+2.16133e+06+1.29264d
2011-04-18 08:00:00 PDT,+2.50155e+06,+175701,+2.50771e+06+4.01767d
2011-04-18 09:00:00 PDT,+2.587e+06,+208207,+2.59536e+06+4.60137d
2011-04-18 10:00:00 PDT,+2.545e+06,+192195,+2.55224e+06+4.31871d
2011-04-18 11:00:00 PDT,+2.49173e+06,+171983,+2.49766e+06+3.94838d
2011-04-18 12:00:00 PDT,+2.4103e+06,+141287,+2.41444e+06+3.35472d
2011-04-18 13:00:00 PDT,+2.37937e+06,+129692,+2.3829e+06+3.11992d
2011-04-18 14:00:00 PDT,+2.28785e+06,+95589.4,+2.28984e+06+2.39251d
2011-04-18 15:00:00 PDT,+2.18481e+06,+57568.7,+2.18557e+06+1.50937d
2011-04-18 16:00:00 PDT,+2.05459e+06,+10075.2,+2.05461e+06+0.280961d
2011-04-18 17:00:00 PDT,+2.06734e+06,+14700.3,+2.0674e+06+0.407409d
2011-04-18 18:00:00 PDT,+2.08718e+06,+21904.1,+2.0873e+06+0.601274d
2011-04-18 19:00:00 PDT,+2.09568e+06,+24994.9,+2.09583e+06+0.683326d
2011-04-18 20:00:00 PDT,+2.23848e+06,+77323.4,+2.23981e+06+1.97837d
2011-04-18 21:00:00 PDT,+2.2667e+06,+87752.7,+2.26839e+06+2.21704d
2011-04-18 22:00:00 PDT,+2.39906e+06,+137068,+2.40297e+06+3.26998d
2011-04-18 23:00:00 PDT,+2.27798e+06,+91930.8,+2.27983e+06+2.31099d
2011-04-19 00:00:00 PDT,+2.12966e+06,+37377.8,+2.12999e+06+1.0055d
2011-04-19 01:00:00 PDT,+1.89264e+06,-48116.6,+1.89326e+06-1.45631d
2011-04-19 02:00:00 PDT,+1.79574e+06,-82477.7,+1.79764e+06-2.62972d
2011-04-19 03:00:00 PDT,+1.77719e+06,-89016.8,+1.77942e+06-2.86746d
2011-04-19 04:00:00 PDT,+1.77148e+06,-91026.9,+1.77382e+06-2.94153d
2011-04-19 05:00:00 PDT,+1.7986e+06,-81470.8,+1.80044e+06-2.59355d
2011-04-19 06:00:00 PDT,+1.86132e+06,-59262.1,+1.86226e+06-1.82361d
2011-04-19 07:00:00 PDT,+2.10276e+06,+27572,+2.10294e+06+0.751236d
2011-04-19 08:00:00 PDT,+2.52118e+06,+183143,+2.52782e+06+4.15478d
2011-04-19 09:00:00 PDT,+2.51978e+06,+182611,+2.52638e+06+4.14505d
2011-04-19 10:00:00 PDT,+2.5464e+06,+192728,+2.55368e+06+4.32826d
2011-04-19 11:00:00 PDT,+2.49594e+06,+173576,+2.50197e+06+3.97814d
2011-04-19 12:00:00 PDT,+2.5534e+06,+195393,+2.56086e+06+4.37591d
2011-04-19 13:00:00 PDT,+2.59119e+06,+209811,+2.59967e+06+4.62918d
2011-04-19 14:00:00 PDT,+2.61917e+06,+220516,+2.62843e+06+4.81257d
2011-04-19 15:00:00 PDT,+2.66947e+06,+239840,+2.68022e+06+5.134d
2011-04-19 16:00:00 PDT,+2.59959e+06,+213020,+2.6083e+06+4.68457d
2011-04-19 17:00:00 PDT,+2.6569e+06,+235003,+2.66727e+06+5.05466d
2011-04-19 18:00:00 PDT,+2.73643e+06,+265715,+2.7493e+06+5.54619d
2011-04-19 19:00:00 PDT,+2.70436e+06,+253301,+2.7162e+06+5.35095d
2011-04-19 20:00:00 PDT,+2.7643e+06,+276533,+2.7781e+06+5.7127d
2011-04-19 21:00:00 PDT,+2.72249e+06,+260314,+2.73491e+06+5.4618d
2011-04-19 22:00:00 PDT,+2.77545e+06,+280867,+2.78962e+06+5.77848d
2011-04-19 23:00:00 PDT,+2.5828e+06,+206604,+2.59105e+06+4.57347d
