# file...... VoltageJiggle.csv
# date...... Wed Oct 12 09:32:39 2016
# user...... brendanlewis
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2011-04-13 00:00:00 PDT,+241.682,+244.702,+245.68,+1.14484
2011-04-13 01:00:00 PDT,+243.183,+246.222,+247.206,+1.15195
2011-04-13 02:00:00 PDT,+244.684,+247.742,+248.732,+1.15906
2011-04-13 03:00:00 PDT,+246.185,+249.261,+250.258,+1.16617
2011-04-13 04:00:00 PDT,+247.686,+250.781,+251.784,+1.17328
2011-04-13 05:00:00 PDT,+249.187,+252.301,+253.31,+1.18039
2011-04-13 06:00:00 PDT,+249.187,+252.301,+253.31,+1.18039
2011-04-13 07:00:00 PDT,+249.187,+252.301,+253.31,+1.18039
2011-04-13 08:00:00 PDT,+249.187,+252.301,+253.31,+1.18039
2011-04-13 09:00:00 PDT,+249.187,+252.301,+253.31,+1.18039
2011-04-13 10:00:00 PDT,+233.401,+240.311,+249.336,+4.35391
2011-04-13 11:00:00 PDT,+233.993,+240.679,+249.451,+4.19371
2011-04-13 12:00:00 PDT,+234.666,+241.097,+249.581,+4.01236
2011-04-13 13:00:00 PDT,+235.052,+241.337,+249.655,+3.90847
2011-04-13 14:00:00 PDT,+234.755,+241.153,+249.598,+3.98838
2011-04-13 15:00:00 PDT,+235.101,+241.368,+249.665,+3.89515
2011-04-13 16:00:00 PDT,+235.746,+241.767,+249.789,+3.72221
2011-04-13 17:00:00 PDT,+235.548,+241.644,+249.75,+3.7754
2011-04-13 18:00:00 PDT,+235.31,+241.497,+249.705,+3.83925
2011-04-13 19:00:00 PDT,+235.587,+241.669,+249.758,+3.76476
2011-04-13 20:00:00 PDT,+235.131,+241.386,+249.671,+3.88717
2011-04-13 21:00:00 PDT,+233.45,+240.341,+249.346,+4.34055
2011-04-13 22:00:00 PDT,+232.524,+239.763,+249.165,+4.59181
