# file...... Voltage_680.csv
# date...... Wed Sep 05 16:31:45 2012
# user...... dwp0
# host...... (null)
# target.... node 41
# trigger... (none)
# interval.. 1440
# limit..... 100
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2381.49,-63.145,-1261.11,-2083.8,-1175.99,+2097.39
2000-01-01 00:24:00 PST,+2210.79,-41.5928,-1230.91,-2064.44,-1054.55,+1868.77
2000-01-01 00:48:00 PST,+2184.92,-61.0122,-1269.36,-2034.06,-1051.74,+1881.35
2000-01-01 01:12:00 PST,+2201.97,-51.8604,-1253.39,-2050.2,-1053.49,+1880.9
2000-01-01 01:36:00 PST,+2202.16,-82.5613,-1259.15,-2054.8,-1027.96,+1868.04
2000-01-01 02:00:00 PST,+2192.54,-83.3367,-1268.42,-2049.47,-1042.46,+1870.4
2000-01-01 02:24:00 PST,+2207.66,-85.5726,-1270.48,-2041.78,-1027.5,+1872.01
2000-01-01 02:48:00 PST,+2184.53,-120.059,-1285.64,-2052.17,-1034.57,+1861.29
2000-01-01 03:12:00 PST,+2195.69,-118.493,-1294.33,-2032.61,-1025.68,+1867.71
2000-01-01 03:36:00 PST,+2194.78,-131.225,-1303.64,-2026.84,-1015.75,+1864.34
2000-01-01 04:00:00 PST,+2211.63,-105.176,-1295.34,-2012.91,-1009.21,+1873.01
2000-01-01 04:24:00 PST,+2205.44,-122.809,-1290,-2041.85,-1028.83,+1861.63
2000-01-01 04:48:00 PST,+2220.91,-121.52,-1296.48,-2030.77,-1023.23,+1864.7
2000-01-01 05:12:00 PST,+2212.89,-147.435,-1303.64,-2036.98,-1007.76,+1857.56
2000-01-01 05:36:00 PST,+2209.62,-152.574,-1329.05,-2009.46,-1009.06,+1867.02
2000-01-01 06:00:00 PST,+2209.1,-177.623,-1357.56,-1986.05,-1011.24,+1867.23
2000-01-01 06:24:00 PST,+2210.16,-198.496,-1344.91,-2029.66,-1015.79,+1852.94
2000-01-01 06:48:00 PST,+2218.98,-180.122,-1342.74,-2006.01,-998.982,+1860.8
2000-01-01 07:12:00 PST,+2229.85,-148.567,-1321.81,-2016.13,-1014.13,+1867.65
2000-01-01 07:36:00 PST,+2222.69,-129.001,-1287.77,-2033.06,-992.108,+1864.47
2000-01-01 08:00:00 PST,+2227.83,-115.622,-1280.55,-2047.71,-1024.42,+1866.64
2000-01-01 08:24:00 PST,+2228.2,-84.3216,-1275.36,-2040.88,-1036.53,+1877.97
2000-01-01 08:48:00 PST,+2208.92,-65.2646,-1271.65,-2032.63,-1035.14,+1888.3
2000-01-01 09:12:00 PST,+2214.41,-77.5702,-1259.93,-2055.59,-1031.06,+1877.84
2000-01-01 09:36:00 PST,+2205.69,-92.7697,-1267.08,-2063.48,-1038.92,+1871.29
2000-01-01 10:00:00 PST,+2211.55,-72.3669,-1264.46,-2054.38,-1042.12,+1879.77
2000-01-01 10:24:00 PST,+2222.51,-60.2304,-1252.27,-2061.98,-1051.66,+1879.63
2000-01-01 10:48:00 PST,+2217.22,-38.6616,-1247.36,-2051.56,-1051.94,+1887.14
2000-01-01 11:12:00 PST,+2208.34,-39.8562,-1236.8,-2058.04,-1059.87,+1872.66
2000-01-01 11:36:00 PST,+2205.4,-42.089,-1238.31,-2059.73,-1063.57,+1871.71
2000-01-01 12:00:00 PST,+2211.66,-36.7526,-1234.07,-2059.48,-1058.83,+1873.11
2000-01-01 12:24:00 PST,+2221.68,-31.1539,-1226.38,-2059.11,-1045.56,+1874.42
2000-01-01 12:48:00 PST,+2206.62,-47.413,-1235.68,-2061.4,-1051.51,+1868.99
2000-01-01 13:12:00 PST,+2202.9,-49.2319,-1242.54,-2057.93,-1057.96,+1871.44
2000-01-01 13:36:00 PST,+2194.06,-60.8863,-1258.96,-2039.18,-1038.6,+1875.8
2000-01-01 14:00:00 PST,+2187.36,-106.222,-1272.23,-2050.82,-1028.3,+1862.98
2000-01-01 14:24:00 PST,+2198.37,-98.7259,-1285.49,-2030.6,-1029.75,+1870.79
2000-01-01 14:48:00 PST,+2203.17,-95.4593,-1278.29,-2037.53,-1029.49,+1868.91
2000-01-01 15:12:00 PST,+2214.1,-88.396,-1261.02,-2048.94,-1026.36,+1867.18
2000-01-01 15:36:00 PST,+2202.48,-102.87,-1266.18,-2057.17,-1032.38,+1857.08
2000-01-01 16:00:00 PST,+2200.51,-103.66,-1267.28,-2052.33,-1027.03,+1857.13
2000-01-01 16:24:00 PST,+2205.99,-107.772,-1273.66,-2060.9,-1034.68,+1866.25
2000-01-01 16:48:00 PST,+2194.08,-115.145,-1288.05,-2043.17,-1026.78,+1869.55
2000-01-01 17:12:00 PST,+2189.86,-124.517,-1305.86,-2033.02,-1035.85,+1872.27
2000-01-01 17:36:00 PST,+2184.9,-132.79,-1307.98,-2037.22,-1028.83,+1868.47
2000-01-01 18:00:00 PST,+2184.86,-130.15,-1328.46,-2009.4,-1039.32,+1877.2
2000-01-01 18:24:00 PST,+2199.64,-127.64,-1329.5,-1998.81,-1031.6,+1879.06
2000-01-01 18:48:00 PST,+2213.2,-132.937,-1308.76,-2027.8,-1023.64,+1869.43
2000-01-01 19:12:00 PST,+2221.11,-107.856,-1298.24,-2012.18,-1000.75,+1879.19
2000-01-01 19:36:00 PST,+2233.1,-97.5518,-1289.15,-2014.5,-1004.04,+1881.05
2000-01-01 20:00:00 PST,+2203.32,-120.446,-1292.71,-2031.53,-1006.56,+1869.4
2000-01-01 20:24:00 PST,+2203.97,-122.001,-1302,-2033.49,-1032.45,+1869.2
2000-01-01 20:48:00 PST,+2218.68,-115.217,-1289.08,-2039.3,-1016.97,+1867.21
2000-01-01 21:12:00 PST,+2220.09,-108.071,-1289.72,-2030.22,-1018.78,+1871.15
2000-01-01 21:36:00 PST,+2201.89,-108.776,-1290.94,-2032.44,-1024.96,+1870.59
2000-01-01 22:00:00 PST,+2193.73,-104.441,-1299.41,-2022.76,-1040.7,+1874.61
2000-01-01 22:24:00 PST,+2194.43,-109.469,-1295.38,-2028.81,-1032.26,+1870.48
2000-01-01 22:48:00 PST,+2204.41,-95.8661,-1290.48,-2019.68,-1025.54,+1875.14
2000-01-01 23:12:00 PST,+2203.74,-91.8693,-1290.13,-2022.52,-1036.78,+1876.2
2000-01-01 23:36:00 PST,+2218.98,-82.1802,-1278.95,-2017.29,-1014.57,+1878.3
2000-01-02 00:00:00 PST,+2217.19,-104.666,-1283.88,-2038.63,-1030.82,+1866.47
2000-01-02 00:24:00 PST,+2198.51,-119.968,-1280.98,-2054.83,-1025.46,+1857.21
2000-01-02 00:48:00 PST,+2200.89,-108.729,-1282.47,-2045.34,-1030.22,+1863.43
2000-01-02 01:12:00 PST,+2207.97,-100.354,-1279.1,-2032.83,-1016.37,+1867.17
2000-01-02 01:36:00 PST,+2185.43,-130.622,-1288.24,-2052.49,-1028.65,+1854.25
2000-01-02 02:00:00 PST,+2210.38,-106.748,-1290.52,-2023.33,-1022.6,+1868.14
2000-01-02 02:24:00 PST,+2204.58,-110.997,-1314.97,-2024.92,-1033.91,+1892.46
2000-01-02 02:48:00 PST,+2216.58,-127.204,-1315.71,-2030.9,-1019.76,+1886.33
2000-01-02 03:12:00 PST,+2185.07,-168.861,-1333.98,-2037.54,-1008.53,+1874.34
2000-01-02 03:36:00 PST,+2205.14,-142.909,-1321.67,-2040.43,-1025.44,+1882.62
2000-01-02 04:00:00 PST,+2199.97,-125.924,-1329.42,-2018.43,-1035.44,+1892.31
2000-01-02 04:24:00 PST,+2218.49,-135.099,-1305.7,-2057,-1026.98,+1878.06
2000-01-02 04:48:00 PST,+2205.74,-139.692,-1320.41,-2038.95,-1031.37,+1881.75
2000-01-02 05:12:00 PST,+2187.09,-166.803,-1335.91,-2042.8,-1032.93,+1876.39
2000-01-02 05:36:00 PST,+2182.66,-180.924,-1359.95,-2008.21,-1002.23,+1881.53
2000-01-02 06:00:00 PST,+2194.9,-208.85,-1373.32,-2018,-1006.85,+1873.52
2000-01-02 06:24:00 PST,+2205.79,-213.47,-1373.7,-2020.32,-1013.56,+1873.2
2000-01-02 06:48:00 PST,+2237.77,-191.424,-1353.83,-2021.66,-991.865,+1875.47
2000-01-02 07:12:00 PST,+2216.21,-170.417,-1344.42,-2028.43,-1012.77,+1880.95
2000-01-02 07:36:00 PST,+2227.1,-152.118,-1319.84,-2044.99,-1020.46,+1880.54
2000-01-02 08:00:00 PST,+2202.33,-145.854,-1311.66,-2057.09,-1031.11,+1879.25
2000-01-02 08:24:00 PST,+2192.93,-113.345,-1283.7,-2055.64,-1039.66,+1867.29
2000-01-02 08:48:00 PST,+2213.21,-89.1997,-1275.23,-2039.83,-1021.75,+1878.99
2000-01-02 09:12:00 PST,+2222.1,-84.6519,-1265.6,-2051.75,-1029.8,+1877.25
2000-01-02 09:36:00 PST,+2195.16,-111.631,-1286.06,-2055.26,-1045.31,+1868.72
2000-01-02 10:00:00 PST,+2232.23,-81.0344,-1257.18,-2062.05,-1021.21,+1873.57
2000-01-02 10:24:00 PST,+2206.47,-75.9303,-1262.92,-2064.13,-1059.32,+1874.84
2000-01-02 10:48:00 PST,+2224.11,-55.0853,-1249.08,-2063.5,-1054.05,+1879.78
2000-01-02 11:12:00 PST,+2213.29,-49.8993,-1243.56,-2058.89,-1065.04,+1869.7
2000-01-02 11:36:00 PST,+2210.84,-43.7288,-1232.2,-2065.29,-1054.74,+1869.49
2000-01-02 12:00:00 PST,+2211.45,-46.7301,-1230.91,-2065.65,-1047.23,+1868.37
2000-01-02 12:24:00 PST,+2210.77,-40.2854,-1234.8,-2056.68,-1050.55,+1872.74
2000-01-02 12:48:00 PST,+2210.67,-38.9499,-1234.75,-2056.41,-1052.66,+1872.74
2000-01-02 13:12:00 PST,+2202.5,-53.4405,-1243.03,-2053.97,-1043.7,+1870.36
2000-01-02 13:36:00 PST,+2200.37,-73.306,-1262.53,-2044.01,-1038.61,+1871.14
2000-01-02 14:00:00 PST,+2198.5,-102.934,-1278.25,-2041.5,-1032.06,+1866.66
2000-01-02 14:24:00 PST,+2192.34,-107.414,-1287.57,-2036.9,-1033.26,+1867.17
2000-01-02 14:48:00 PST,+2211.7,-105.16,-1280.25,-2042.92,-1029.85,+1865.02
2000-01-02 15:12:00 PST,+2226.99,-83.0958,-1267.11,-2030.57,-1018.2,+1872.12
2000-01-02 15:36:00 PST,+2198.37,-95.1368,-1273.72,-2046.15,-1043.07,+1862.66
