# file...... VoltageJiggle.csv
# date...... Mon Jun  6 13:38:31 2016
# user...... samsung
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2014-07-30 00:00:00 PDT,+239.944,+240.259,+240.692,+0.191608
2014-07-30 01:00:00 PDT,+238.65,+239.552,+240.082,+0.374715
2014-07-30 02:00:00 PDT,+239.46,+239.846,+240.009,+0.15649
2014-07-30 03:00:00 PDT,+239.619,+239.865,+240.038,+0.121611
2014-07-30 04:00:00 PDT,+239.683,+239.878,+240.023,+0.0920016
2014-07-30 05:00:00 PDT,+239.685,+239.893,+240.008,+0.0913681
2014-07-30 06:00:00 PDT,+239.436,+239.792,+240.012,+0.156132
2014-07-30 07:00:00 PDT,+238.505,+239.584,+239.995,+0.390745
2014-07-30 08:00:00 PDT,+238.794,+239.562,+240.076,+0.387015
2014-07-30 09:00:00 PDT,+238.981,+239.712,+239.984,+0.265295
2014-07-30 10:00:00 PDT,+238.179,+239.39,+239.962,+0.511679
2014-07-30 11:00:00 PDT,+238.843,+239.62,+240.04,+0.326763
2014-07-30 12:00:00 PDT,+237.722,+239.16,+239.981,+0.646123
2014-07-30 13:00:00 PDT,+238.413,+239.555,+239.993,+0.448196
2014-07-30 14:00:00 PDT,+237.729,+239.157,+240.002,+0.639736
2014-07-30 15:00:00 PDT,+237.83,+239.438,+240.002,+0.608413
2014-07-30 16:00:00 PDT,+237.174,+239.014,+240.019,+0.783158
2014-07-30 17:00:00 PDT,+237.834,+239.18,+240.147,+0.679345
2014-07-30 18:00:00 PDT,+237.5,+239.191,+240.118,+0.749566
2014-07-30 19:00:00 PDT,+238.309,+239.344,+240.023,+0.480704
2014-07-30 20:00:00 PDT,+237.767,+239.251,+240.133,+0.672752
2014-07-30 21:00:00 PDT,+238.354,+239.385,+239.999,+0.460156
2014-07-30 22:00:00 PDT,+238.623,+239.517,+240.039,+0.384409
2014-07-30 23:00:00 PDT,+238.506,+239.476,+240.15,+0.446406
2014-07-31 00:00:00 PDT,+238.683,+239.508,+240.056,+0.41566
2014-07-31 01:00:00 PDT,+238.943,+239.702,+240.005,+0.297321
2014-07-31 02:00:00 PDT,+239.179,+239.705,+240.088,+0.257367
2014-07-31 03:00:00 PDT,+238.546,+239.518,+240.117,+0.382877
2014-07-31 04:00:00 PDT,+238.922,+239.698,+240.022,+0.292597
2014-07-31 05:00:00 PDT,+239.365,+239.784,+240.009,+0.180093
2014-07-31 06:00:00 PDT,+239.615,+239.864,+240.008,+0.108753
2014-07-31 07:00:00 PDT,+238.864,+239.73,+240.032,+0.31501
2014-07-31 08:00:00 PDT,+239.457,+239.817,+239.99,+0.132143
2014-07-31 09:00:00 PDT,+238.847,+239.581,+240.019,+0.345684
2014-07-31 10:00:00 PDT,+238.675,+239.535,+239.977,+0.364428
2014-07-31 11:00:00 PDT,+238.546,+239.557,+240.149,+0.414002
