# file...... VoltageJiggle.csv
# date...... Wed Jun 05 11:30:19 2013
# user...... dwp0
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2012-06-06 00:00:00 PDT,+240.646,+240.929,+241.495,+0.490201
2012-06-06 01:00:00 PDT,+241.405,+241.436,+241.499,+0.0541319
2012-06-06 02:00:00 PDT,+241.409,+241.439,+241.499,+0.051901
2012-06-06 03:00:00 PDT,+241.407,+241.437,+241.499,+0.0532569
2012-06-06 04:00:00 PDT,+241.453,+241.468,+241.499,+0.0266402
2012-06-06 05:00:00 PDT,+241.5,+241.572,+241.608,+0.0624107
2012-06-06 06:00:00 PDT,+241.501,+241.698,+241.797,+0.17126
2012-06-06 07:00:00 PDT,+241.503,+242.063,+242.343,+0.485072
2012-06-06 08:00:00 PDT,+241.506,+242.463,+242.942,+0.829176
2012-06-06 09:00:00 PDT,+241.505,+242.416,+242.871,+0.788394
2012-06-06 10:00:00 PDT,+241.511,+243.186,+244.023,+1.45085
2012-06-06 11:00:00 PDT,+241.512,+243.315,+244.217,+1.56221
2012-06-06 12:00:00 PDT,+241.51,+243.05,+243.82,+1.33378
2012-06-06 13:00:00 PDT,+241.509,+242.911,+243.612,+1.21434
2012-06-06 14:00:00 PDT,+241.507,+242.613,+243.166,+0.957879
2012-06-06 15:00:00 PDT,+241.498,+242.197,+242.547,+0.605174
2012-06-06 16:00:00 PDT,+241.502,+241.872,+242.056,+0.320109
2012-06-06 17:00:00 PDT,+241.494,+241.534,+241.555,+0.0351672
2012-06-06 18:00:00 PDT,+241.327,+241.384,+241.498,+0.0983921
2012-06-06 19:00:00 PDT,+241.254,+241.335,+241.497,+0.140452
2012-06-06 20:00:00 PDT,+241.252,+241.334,+241.497,+0.141619
2012-06-06 21:00:00 PDT,+241.259,+241.338,+241.497,+0.137652
2012-06-06 22:00:00 PDT,+241.3,+241.366,+241.498,+0.114005
2012-06-06 23:00:00 PDT,+241.342,+241.394,+241.498,+0.0900543
2012-06-07 00:00:00 PDT,+241.386,+241.424,+241.499,+0.0649091
2012-06-07 01:00:00 PDT,+241.405,+241.436,+241.499,+0.0541319
2012-06-07 02:00:00 PDT,+241.409,+241.439,+241.499,+0.051901
2012-06-07 03:00:00 PDT,+241.407,+241.437,+241.499,+0.0532569
2012-06-07 04:00:00 PDT,+241.437,+241.458,+241.499,+0.0357759
2012-06-07 05:00:00 PDT,+241.499,+241.502,+241.503,+0.00179675
2012-06-07 06:00:00 PDT,+241.5,+241.583,+241.625,+0.0724695
2012-06-07 07:00:00 PDT,+241.5,+241.661,+241.742,+0.13969
2012-06-07 08:00:00 PDT,+241.5,+241.692,+241.788,+0.166167
2012-06-07 09:00:00 PDT,+241.501,+241.862,+242.043,+0.312542
2012-06-07 10:00:00 PDT,+241.502,+241.953,+242.179,+0.39097
2012-06-07 11:00:00 PDT,+241.502,+241.967,+242.199,+0.402115
2012-06-07 12:00:00 PDT,+241.502,+241.969,+242.202,+0.403983
2012-06-07 13:00:00 PDT,+241.503,+241.967,+242.199,+0.401847
2012-06-07 14:00:00 PDT,+241.502,+241.887,+242.079,+0.333114
2012-06-07 15:00:00 PDT,+241.502,+241.855,+242.031,+0.30547
2012-06-07 16:00:00 PDT,+241.501,+241.678,+241.767,+0.153573
2012-06-07 17:00:00 PDT,+241.5,+241.558,+241.587,+0.0506375
2012-06-07 18:00:00 PDT,+241.359,+241.406,+241.498,+0.0799412
2012-06-07 19:00:00 PDT,+241.255,+241.336,+241.497,+0.140204
2012-06-07 20:00:00 PDT,+241.252,+241.334,+241.497,+0.141619
2012-06-07 21:00:00 PDT,+241.259,+241.338,+241.497,+0.137652
2012-06-07 22:00:00 PDT,+241.3,+241.366,+241.498,+0.114005
2012-06-07 23:00:00 PDT,+241.342,+241.394,+241.498,+0.0900543
2012-06-08 00:00:00 PDT,+241.386,+241.424,+241.499,+0.0649091
