# file...... price_statistics.csv
# date...... Tue Aug 14 11:05:55 2012
# user...... dpinney
# host...... (null)
# target.... stubauction 0
# trigger... (none)
# interval.. 60
# limit..... 20
# timestamp,avg24,std24,last.P,current_market.clearing_price
2000-01-01 00:00:00 PST,+0,+0,+0,+0
2000-01-01 00:01:00 PST,+0,+0,+0,+0
2000-01-01 00:02:00 PST,+0,+0,+0,+0
2000-01-01 00:03:00 PST,+0,+0,+0,+0
2000-01-01 00:04:00 PST,+0,+0,+0,+0
2000-01-01 00:05:00 PST,+0,+0,+0,+0
2000-01-01 00:06:00 PST,+0,+0,+0,+0
2000-01-01 00:07:00 PST,+0,+0,+0,+0
2000-01-01 00:08:00 PST,+0,+0,+0,+0
2000-01-01 00:09:00 PST,+0,+0,+0,+0
2000-01-01 00:10:00 PST,+0,+0,+0,+0
2000-01-01 00:11:00 PST,+0,+0,+0,+0
2000-01-01 00:12:00 PST,+0,+0,+0,+0
2000-01-01 00:13:00 PST,+0,+0,+0,+0
2000-01-01 00:14:00 PST,+0,+0,+0,+0
2000-01-01 00:15:00 PST,+0,+0,+0,+0
2000-01-01 00:16:00 PST,+0,+0,+0,+0
2000-01-01 00:17:00 PST,+0,+0,+0,+0
2000-01-01 00:18:00 PST,+0,+0,+0,+0
2000-01-01 00:19:00 PST,+0,+0,+0,+0
