# file...... SwingKids_regulator.csv
# date...... Wed Jun 05 11:30:57 2013
# user...... dwp0
# host...... (null)
# group..... class=regulator AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2012-04-01 00:00:00 PDT,+11127.7,+350.096
2012-04-01 01:00:00 PDT,+1208.1,+293.349
2012-04-01 02:00:00 PDT,+8915.67,+3005.06
2012-04-01 03:00:00 PDT,+1189.36,+286.445
2012-04-01 04:00:00 PDT,+8590,+2922.05
2012-04-01 05:00:00 PDT,+7408.91,+2932.36
2012-04-01 06:00:00 PDT,-16786,+366.485
2012-04-01 07:00:00 PDT,-27282.8,+470.699
2012-04-01 08:00:00 PDT,-30052.4,+572.144
2012-04-01 09:00:00 PDT,-32321.4,+590.375
2012-04-01 10:00:00 PDT,-34034.4,+583.654
2012-04-01 11:00:00 PDT,-37018.7,+529.968
2012-04-01 12:00:00 PDT,-33680.6,+477.511
2012-04-01 13:00:00 PDT,-28130.2,+347.662
2012-04-01 14:00:00 PDT,-16467.2,+281.678
2012-04-01 15:00:00 PDT,-7927.17,+314.565
2012-04-01 16:00:00 PDT,-5742.49,+306.261
2012-04-01 17:00:00 PDT,-260.704,+397.392
2012-04-01 18:00:00 PDT,+10693.2,+3386.8
2012-04-01 19:00:00 PDT,+11360.1,+3408.11
2012-04-01 20:00:00 PDT,+11140.6,+3445.74
2012-04-01 21:00:00 PDT,+3047.79,+653.201
2012-04-01 22:00:00 PDT,+10538.4,+3292.82
2012-04-01 23:00:00 PDT,+1999.58,+446.844
2012-04-02 00:00:00 PDT,+1444.76,+343.99
2012-04-02 01:00:00 PDT,+1208.1,+293.349
2012-04-02 02:00:00 PDT,+8992.35,+3024.22
2012-04-02 03:00:00 PDT,+8946.5,+3005.23
2012-04-02 04:00:00 PDT,+8695.45,+2948.4
2012-04-02 05:00:00 PDT,+8862.71,+2969.63
2012-04-02 06:00:00 PDT,-210.5,+348.922
2012-04-02 07:00:00 PDT,+9425.47,+441.252
2012-04-02 08:00:00 PDT,-6042.68,+512.492
2012-04-02 09:00:00 PDT,-5464.26,+518.438
2012-04-02 10:00:00 PDT,-9015.57,+508.122
2012-04-02 11:00:00 PDT,-13140.6,+447.467
2012-04-02 12:00:00 PDT,-14350.5,+410.79
2012-04-02 13:00:00 PDT,-18824.3,+316.342
