# file...... Climate_Climate.csv
# date...... Mon Apr 08 16:18:28 2013
# user...... dwp0
# host...... (null)
# target.... climate 0
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,temperature,solar_direct,wind_speed,rainfall,snowdepth
2012-06-01 00:00:00 PDT,+60.622,+0,+6.71081,+0.70866,+0
2012-06-01 01:00:00 PDT,+60.082,+0,+5.81603,+0.66929,+0
2012-06-01 02:00:00 PDT,+59.722,+0,+5.14495,+0.66929,+0
2012-06-01 03:00:00 PDT,+59.182,+0,+4.69757,+0.66929,+0
2012-06-01 04:00:00 PDT,+58.822,+0,+5.14495,+0.66929,+0
2012-06-01 05:00:00 PDT,+59.362,+1.30064,+0.894775,+0.66929,+0
2012-06-01 06:00:00 PDT,+60.082,+7.06063,+4.69757,+0.62992,+0
2012-06-01 07:00:00 PDT,+62.062,+26.2916,+8.05297,+0.62992,+0
2012-06-01 08:00:00 PDT,+62.062,+46.6373,+8.05297,+0.62992,+0
2012-06-01 09:00:00 PDT,+66.022,+56.7638,+13.869,+0.66929,+0
2012-06-01 10:00:00 PDT,+64.942,+81.1044,+12.7505,+0.66929,+0
2012-06-01 11:00:00 PDT,+66.022,+79.4321,+13.869,+0.66929,+0
2012-06-01 12:00:00 PDT,+66.922,+84.7276,+16.1059,+0.66929,+0
2012-06-01 13:00:00 PDT,+66.022,+79.6179,+18.3429,+0.70866,+0
2012-06-01 14:00:00 PDT,+66.022,+78.4102,+17.2244,+0.66929,+0
2012-06-01 15:00:00 PDT,+64.942,+54.1625,+16.1059,+0.66929,+0
2012-06-01 16:00:00 PDT,+64.042,+58.8076,+16.1059,+0.66929,+0
2012-06-01 17:00:00 PDT,+62.062,+48.4954,+13.869,+0.62992,+0
2012-06-01 18:00:00 PDT,+60.082,+17.5587,+12.7505,+0.62992,+0
2012-06-01 19:00:00 PDT,+60.082,+0,+12.7505,+0.62992,+0
2012-06-01 20:00:00 PDT,+60.082,+0,+12.7505,+0.62992,+0
2012-06-01 21:00:00 PDT,+60.082,+0,+8.05297,+0.66929,+0
2012-06-01 22:00:00 PDT,+57.922,+0,+8.05297,+0.66929,+0
2012-06-01 23:00:00 PDT,+57.022,+0,+5.81603,+0.62992,+0
2012-06-02 00:00:00 PDT,+57.922,+0,+0,+0.62992,+0
2012-06-02 01:00:00 PDT,+57.022,+0,+5.81603,+0.62992,+0
2012-06-02 02:00:00 PDT,+55.942,+0,+6.9345,+0.62992,+0
2012-06-02 03:00:00 PDT,+57.022,+0,+0,+0.62992,+0
2012-06-02 04:00:00 PDT,+53.962,+0,+5.81603,+0.62992,+0
2012-06-02 05:00:00 PDT,+55.042,+1.02193,+8.05297,+0.62992,+0
2012-06-02 06:00:00 PDT,+60.082,+15.5148,+5.81603,+0.66929,+0
2012-06-02 07:00:00 PDT,+62.962,+8.26837,+5.81603,+0.66929,+0
2012-06-02 08:00:00 PDT,+64.942,+39.2051,+6.9345,+0.70866,+0
2012-06-02 09:00:00 PDT,+64.942,+53.4192,+13.869,+0.70866,+0
2012-06-02 10:00:00 PDT,+66.022,+53.6051,+14.9875,+0.70866,+0
2012-06-02 11:00:00 PDT,+64.942,+7.98966,+13.869,+0.70866,+0
2012-06-02 12:00:00 PDT,+66.022,+46.2657,+14.9875,+0.70866,+0
2012-06-02 13:00:00 PDT,+66.022,+43.3857,+10.2899,+0.70866,+0
2012-06-02 14:00:00 PDT,+64.942,+51.3754,+14.9875,+0.70866,+0
2012-06-02 15:00:00 PDT,+64.042,+27.2206,+12.7505,+0.70866,+0
2012-06-02 16:00:00 PDT,+62.962,+7.24644,+11.6321,+0.70866,+0
2012-06-02 17:00:00 PDT,+62.062,+7.61805,+10.2899,+0.70866,+0
2012-06-02 18:00:00 PDT,+60.082,+0.464515,+11.6321,+0.70866,+0
2012-06-02 19:00:00 PDT,+59.002,+0,+9.17144,+0.70866,+0
2012-06-02 20:00:00 PDT,+57.922,+0,+9.17144,+0.70866,+0
2012-06-02 21:00:00 PDT,+57.922,+0,+5.81603,+0.70866,+0
2012-06-02 22:00:00 PDT,+57.922,+0,+5.81603,+0.70866,+0
2012-06-02 23:00:00 PDT,+57.922,+0,+5.81603,+0.70866,+0
2012-06-03 00:00:00 PDT,+57.022,+0,+5.81603,+0.70866,+0
2012-06-03 01:00:00 PDT,+57.022,+0,+5.81603,+0.70866,+0
2012-06-03 02:00:00 PDT,+55.942,+0,+5.81603,+0.70866,+0
2012-06-03 03:00:00 PDT,+57.922,+0,+2.23694,+0.74803,+0
2012-06-03 04:00:00 PDT,+57.922,+0,+4.69757,+0.70866,+0
2012-06-03 05:00:00 PDT,+59.002,+6.0387,+4.69757,+0.70866,+0
2012-06-03 06:00:00 PDT,+60.082,+1.39355,+4.69757,+0.70866,+0
2012-06-03 07:00:00 PDT,+64.042,+31.4941,+4.69757,+0.74803,+0
2012-06-03 08:00:00 PDT,+66.022,+76.8308,+8.05297,+0.74803,+0
2012-06-03 09:00:00 PDT,+66.022,+82.0334,+6.9345,+0.74803,+0
2012-06-03 10:00:00 PDT,+66.922,+84.356,+13.869,+0.74803,+0
2012-06-03 11:00:00 PDT,+68.002,+85.5637,+14.9875,+0.74803,+0
2012-06-03 12:00:00 PDT,+66.922,+84.4489,+13.869,+0.74803,+0
2012-06-03 13:00:00 PDT,+66.022,+79.4321,+17.2244,+0.74803,+0
2012-06-03 14:00:00 PDT,+66.922,+81.1973,+13.869,+0.74803,+0
2012-06-03 15:00:00 PDT,+66.022,+72.1857,+11.6321,+0.74803,+0
2012-06-03 16:00:00 PDT,+64.042,+67.7263,+12.7505,+0.74803,+0
2012-06-03 17:00:00 PDT,+62.062,+45.5225,+11.6321,+0.70866,+0
2012-06-03 18:00:00 PDT,+60.082,+19.0451,+10.2899,+0.70866,+0
2012-06-03 19:00:00 PDT,+60.082,+0,+12.7505,+0.70866,+0
