# file...... VoltageJiggle.csv
# date...... Mon Apr 08 16:18:28 2013
# user...... dwp0
# host...... (null)
# group..... class=triplex_meter
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,min(voltage_12.mag),mean(voltage_12.mag),max(voltage_12.mag),std(voltage_12.mag)
2012-06-01 00:00:00 PDT,+240.703,+243.101,+244.885,+1.46717
2012-06-01 01:00:00 PDT,+239.892,+240.673,+241.399,+0.562013
2012-06-01 02:00:00 PDT,+240.174,+240.731,+241.503,+0.405004
2012-06-01 03:00:00 PDT,+237.883,+239.565,+240.932,+0.966001
2012-06-01 04:00:00 PDT,+238.401,+239.551,+241.292,+0.982077
2012-06-01 05:00:00 PDT,+238.767,+239.803,+241.056,+0.633447
2012-06-01 06:00:00 PDT,+236.803,+238.9,+240.899,+1.20206
2012-06-01 07:00:00 PDT,+236.61,+238.817,+241.584,+1.73875
2012-06-01 08:00:00 PDT,+239.019,+240.073,+241.278,+0.536644
2012-06-01 09:00:00 PDT,+238.29,+239.83,+241.612,+0.75202
2012-06-01 10:00:00 PDT,+238.107,+239.679,+241.243,+0.768484
2012-06-01 11:00:00 PDT,+239.487,+240.489,+241.927,+0.60664
2012-06-01 12:00:00 PDT,+239.289,+240.503,+242.098,+0.798704
2012-06-01 13:00:00 PDT,+239.193,+240.411,+241.919,+0.694022
2012-06-01 14:00:00 PDT,+238.541,+239.407,+240.741,+0.600012
2012-06-01 15:00:00 PDT,+237.128,+238.482,+241.529,+1.01831
2012-06-01 16:00:00 PDT,+237.018,+239.258,+241.631,+1.02127
2012-06-01 17:00:00 PDT,+237.799,+239.937,+242.475,+1.11579
2012-06-01 18:00:00 PDT,+238.587,+240.441,+242.342,+1.03824
2012-06-01 19:00:00 PDT,+238.022,+240.236,+242.627,+1.18148
2012-06-01 20:00:00 PDT,+238.419,+239.978,+241.703,+0.824585
2012-06-01 21:00:00 PDT,+238.559,+239.944,+241.426,+0.669635
2012-06-01 22:00:00 PDT,+239.155,+240.175,+241.606,+0.56419
2012-06-01 23:00:00 PDT,+239.278,+240.395,+241.832,+0.656977
2012-06-02 00:00:00 PDT,+239.337,+240.628,+242.094,+0.814368
2012-06-02 01:00:00 PDT,+239.45,+240.725,+242.16,+0.827332
2012-06-02 02:00:00 PDT,+239.257,+240.678,+242.185,+0.852012
2012-06-02 03:00:00 PDT,+239.485,+240.164,+241.258,+0.415329
2012-06-02 04:00:00 PDT,+238.157,+240.155,+241.741,+1.01742
2012-06-02 05:00:00 PDT,+238.995,+240.361,+241.723,+0.686918
2012-06-02 06:00:00 PDT,+236.479,+239.189,+241.449,+1.44737
2012-06-02 07:00:00 PDT,+236.919,+238.926,+241.22,+1.4252
2012-06-02 08:00:00 PDT,+239.379,+240.174,+241.244,+0.432088
2012-06-02 09:00:00 PDT,+238.121,+239.692,+241.15,+0.716259
2012-06-02 10:00:00 PDT,+237.029,+239.002,+241.236,+1.23803
2012-06-02 11:00:00 PDT,+232.337,+236.197,+239.858,+2.29843
2012-06-02 12:00:00 PDT,+238.469,+239.781,+242.308,+1.2461
2012-06-02 13:00:00 PDT,+231.817,+234.585,+239.417,+1.90703
2012-06-02 14:00:00 PDT,+237.565,+239.055,+241.478,+0.940376
2012-06-02 15:00:00 PDT,+235.509,+238.149,+241.57,+1.76459
2012-06-02 16:00:00 PDT,+238.868,+240.445,+243.213,+0.884372
2012-06-02 17:00:00 PDT,+238.8,+240.1,+242.082,+0.912155
2012-06-02 18:00:00 PDT,+237.99,+239.484,+241.131,+0.91784
2012-06-02 19:00:00 PDT,+238.69,+239.9,+241.22,+0.574424
2012-06-02 20:00:00 PDT,+238.56,+240.161,+241.872,+0.888836
2012-06-02 21:00:00 PDT,+238.962,+240.108,+241.451,+0.55994
2012-06-02 22:00:00 PDT,+238.978,+240.199,+241.628,+0.626435
2012-06-02 23:00:00 PDT,+239.186,+240.425,+241.94,+0.748594
2012-06-03 00:00:00 PDT,+239.352,+240.625,+242.089,+0.811007
2012-06-03 01:00:00 PDT,+239.164,+240.661,+242.137,+0.854111
2012-06-03 02:00:00 PDT,+239.081,+240.654,+242.102,+0.888624
2012-06-03 03:00:00 PDT,+238.942,+240.132,+241.132,+0.536778
2012-06-03 04:00:00 PDT,+238.406,+240.121,+241.612,+0.882099
2012-06-03 05:00:00 PDT,+238.659,+240.278,+241.678,+0.818347
2012-06-03 06:00:00 PDT,+236.947,+239.185,+241.29,+1.19011
2012-06-03 07:00:00 PDT,+237.197,+238.981,+241.011,+1.16956
2012-06-03 08:00:00 PDT,+239.402,+240.172,+241.258,+0.411295
2012-06-03 09:00:00 PDT,+237.738,+239.794,+241.376,+0.965249
2012-06-03 10:00:00 PDT,+238.253,+239.673,+241.148,+0.69246
2012-06-03 11:00:00 PDT,+237.366,+238.63,+240.238,+0.743981
2012-06-03 12:00:00 PDT,+239.164,+239.923,+241.235,+0.390166
2012-06-03 13:00:00 PDT,+235.488,+237.855,+239.864,+1.18663
2012-06-03 14:00:00 PDT,+237.797,+239.334,+241.4,+1.04655
2012-06-03 15:00:00 PDT,+235.503,+237.499,+240.012,+1.35887
2012-06-03 16:00:00 PDT,+236.158,+238.95,+241.998,+1.68348
2012-06-03 17:00:00 PDT,+238.426,+239.939,+242.516,+0.976253
2012-06-03 18:00:00 PDT,+238.068,+240.059,+242.211,+0.954433
2012-06-03 19:00:00 PDT,+238.673,+240.356,+242.588,+0.934079
2012-06-03 20:00:00 PDT,+238.637,+240.133,+241.796,+0.797136
2012-06-03 21:00:00 PDT,+238.688,+240.096,+241.445,+0.695671
2012-06-03 22:00:00 PDT,+238.947,+240.193,+241.619,+0.636656
2012-06-03 23:00:00 PDT,+239.223,+240.428,+241.902,+0.713906
2012-06-04 00:00:00 PDT,+239.456,+240.652,+242.154,+0.802879
2012-06-04 01:00:00 PDT,+239.257,+240.769,+242.234,+0.922319
2012-06-04 02:00:00 PDT,+239.314,+240.717,+242.177,+0.855666
2012-06-04 03:00:00 PDT,+239.084,+240.122,+241.024,+0.494225
2012-06-04 04:00:00 PDT,+238.5,+240.091,+241.452,+0.803052
2012-06-04 05:00:00 PDT,+239.08,+240.299,+241.66,+0.604111
2012-06-04 06:00:00 PDT,+236.954,+238.917,+240.889,+1.12582
2012-06-04 07:00:00 PDT,+237.054,+239.179,+241.25,+1.27083
2012-06-04 08:00:00 PDT,+239.053,+240.605,+242.631,+0.793705
2012-06-04 09:00:00 PDT,+238.219,+239.913,+241.652,+0.828795
2012-06-04 10:00:00 PDT,+238.271,+239.477,+240.972,+0.672653
2012-06-04 11:00:00 PDT,+238.988,+240.028,+241.392,+0.511044
2012-06-04 12:00:00 PDT,+237.381,+239.057,+240.813,+0.77443
2012-06-04 13:00:00 PDT,+233.823,+236.416,+239.353,+1.63148
2012-06-04 14:00:00 PDT,+238.271,+239.525,+241.284,+0.863381
2012-06-04 15:00:00 PDT,+234.318,+237.207,+240.172,+1.85437
2012-06-04 16:00:00 PDT,+237.223,+239.009,+241.948,+1.16966
2012-06-04 17:00:00 PDT,+238.032,+239.787,+242.189,+0.908892
2012-06-04 18:00:00 PDT,+238.074,+239.948,+242.038,+0.922032
