# file...... SwingKids_transformer.csv
# date...... Mon Apr 08 16:18:28 2013
# user...... dwp0
# host...... (null)
# group..... class=transformer AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2012-06-01 00:00:00 PDT,+605846,-445691
2012-06-01 01:00:00 PDT,+290923,+2759.56
2012-06-01 02:00:00 PDT,+295454,+2742.68
2012-06-01 03:00:00 PDT,+529452,+8630.37
2012-06-01 04:00:00 PDT,+493058,+7457.38
2012-06-01 05:00:00 PDT,+428213,+5452.28
2012-06-01 06:00:00 PDT,+953325,+26680.8
2012-06-01 07:00:00 PDT,+889653,+24188.1
2012-06-01 08:00:00 PDT,+519101,+9870.9
2012-06-01 09:00:00 PDT,+597135,+25659.7
2012-06-01 10:00:00 PDT,+655242,+19601
2012-06-01 11:00:00 PDT,+391550,+9463.19
2012-06-01 12:00:00 PDT,+379859,+13092.3
2012-06-01 13:00:00 PDT,+393283,+17826.3
2012-06-01 14:00:00 PDT,+770166,+39341.5
2012-06-01 15:00:00 PDT,+1.23349e+006,+160594
2012-06-01 16:00:00 PDT,+1.14404e+006,+172829
2012-06-01 17:00:00 PDT,+953914,+98278.9
2012-06-01 18:00:00 PDT,+732771,+15886.3
2012-06-01 19:00:00 PDT,+657007,+13243.5
2012-06-01 20:00:00 PDT,+573826,+16434.7
2012-06-01 21:00:00 PDT,+583631,+12444.5
2012-06-01 22:00:00 PDT,+516104,+7621.85
2012-06-01 23:00:00 PDT,+425228,+5296.48
2012-06-02 00:00:00 PDT,+333632,+3387.91
2012-06-02 01:00:00 PDT,+295136,+2737.14
2012-06-02 02:00:00 PDT,+316719,+3135.26
2012-06-02 03:00:00 PDT,+493453,+7560.23
2012-06-02 04:00:00 PDT,+489530,+6923.91
2012-06-02 05:00:00 PDT,+412921,+5220.79
2012-06-02 06:00:00 PDT,+849478,+22542.9
2012-06-02 07:00:00 PDT,+888664,+23581.8
2012-06-02 08:00:00 PDT,+490177,+7807.29
2012-06-02 09:00:00 PDT,+621979,+20724.7
2012-06-02 10:00:00 PDT,+783654,+59817.1
2012-06-02 11:00:00 PDT,+1.38678e+006,+300747
2012-06-02 12:00:00 PDT,+508861,+44902.7
2012-06-02 13:00:00 PDT,+1.96852e+006,+406686
2012-06-02 14:00:00 PDT,+969942,+78880.2
2012-06-02 15:00:00 PDT,+1.40561e+006,+188758
2012-06-02 16:00:00 PDT,+853702,+85031.8
2012-06-02 17:00:00 PDT,+664409,+20077.8
2012-06-02 18:00:00 PDT,+712891,+14992.6
2012-06-02 19:00:00 PDT,+591745,+10198.6
2012-06-02 20:00:00 PDT,+526193,+7712.97
2012-06-02 21:00:00 PDT,+526067,+7971.5
2012-06-02 22:00:00 PDT,+493132,+7038.33
