# file...... Windmill_windturb_dg172823.csv
# date...... Mon Aug 14 14:24:20 2017
# user...... brendanlewis
# host...... (null)
# target.... windturb_dg 2274
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag,current_A.real,current_A.imag,current_B.real,current_B.imag,current_C.real,current_C.imag
2012-04-01 00:00:00 PDT,+7211.02,-25.1885,-3616.11,-6247.94,-3584.11,+6255.64,-0.273605,+0.0864831,+0.211228,+0.194221,+0.0619562,-0.280179
2012-04-01 01:00:00 PDT,+7090.65,-170.04,-3595.56,-6204.23,-3351.2,+6180.39,-0.247121,+0.0837167,+0.192167,+0.176492,+0.0503526,-0.256012
2012-04-01 02:00:00 PDT,+7162.41,-39.5322,-3613.55,-6206.01,-3550.74,+6228.59,-0.232012,+0.0738537,+0.179663,+0.164333,+0.0520572,-0.237853
2012-04-01 03:00:00 PDT,+7150.34,-92.9744,-3587.49,-6217.64,-3407.58,+6203.05,-0.218854,+0.0714729,+0.169267,+0.156057,+0.0456669,-0.225654
2012-04-01 04:00:00 PDT,+7143.37,-79.45,-3600.16,-6220.64,-3501.04,+6213.74,-0.230925,+0.0749351,+0.178712,+0.164329,+0.0507148,-0.237423
2012-04-01 05:00:00 PDT,+7148.75,-85.5316,-3597.67,-6196.96,-3443.52,+6214.03,-0.192324,+0.0625879,+0.149064,+0.136695,+0.0408486,-0.198083
2012-04-01 06:00:00 PDT,+7346.8,+19.0028,-3596.55,-6405.68,-3651.36,+6330.32,-0.164977,+0.0510461,+0.125586,+0.118538,+0.0377767,-0.168511
2012-04-01 07:00:00 PDT,+7491.77,+99.4677,-3587.95,-6515.51,-3784.37,+6404.94,-0.141975,+0.0422715,+0.106885,+0.102565,+0.0339169,-0.144199
2012-04-01 08:00:00 PDT,+7866.24,+268.125,-3556.29,-6924.72,-4156.74,+6614.35,-0.109264,+0.0300732,+0.0794662,+0.0807966,+0.0289604,-0.109564
2012-04-01 09:00:00 PDT,+8119.41,+423.818,-3528.82,-7196.42,-4438.34,+6732.22,-0.0768945,+0.0196758,+0.0545981,+0.0576102,+0.0219506,-0.0762763
2012-04-01 10:00:00 PDT,+8423.93,+608.162,-3462.5,-7533.33,-4778.16,+6857.23,-0.0565546,+0.0132769,+0.0388906,+0.0431535,+0.0174958,-0.0553949
2012-04-01 11:00:00 PDT,+8263.58,+529.42,-3503.43,-7341.63,-4626.36,+6791.4,-0.102663,+0.0249795,+0.071858,+0.0774599,+0.0307539,-0.101083
2012-04-01 12:00:00 PDT,+8385.58,+595.323,-3474.43,-7484.66,-4753.01,+6843.53,-0.16143,+0.0381013,+0.111505,+0.122792,+0.049711,-0.15824
2012-04-01 13:00:00 PDT,+8149.87,+487.929,-3478.22,-7364.11,-4529.86,+6918.03,-0.241879,+0.0599254,+0.168747,+0.183361,+0.0681659,-0.239688
2012-04-01 14:00:00 PDT,+7974.86,+407.677,-3519.51,-7181.9,-4404.92,+6799.07,-0.197799,+0.0508397,+0.140448,+0.148269,+0.054911,-0.196708
2012-04-01 15:00:00 PDT,+7713.61,+194.318,-3307.28,-6806.08,-3847.9,+6555.16,-0.173193,+0.0493286,+0.123406,+0.13115,+0.0407303,-0.175415
2012-04-01 16:00:00 PDT,+7650.06,+122.42,-3366.29,-6639.03,-3620.57,+6421.23,-0.135867,+0.0400501,+0.0988009,+0.1015,+0.0296319,-0.138512
2012-04-01 17:00:00 PDT,+7499.24,+34.2571,-3338.44,-6472.07,-3443.84,+6353.68,-0.15867,+0.0487503,+0.116605,+0.118135,+0.0320071,-0.162875
2012-04-01 18:00:00 PDT,+7003.78,-30.9145,-3486.13,-6353.11,-3252.26,+6236.87,-0.175055,+0.0555099,+0.132316,+0.12735,+0.032518,-0.180743
2012-04-01 19:00:00 PDT,+6973.4,-78.3828,-3415.97,-6328.83,-3521.99,+6273.49,-0.19788,+0.0642375,+0.148894,+0.145305,+0.0431458,-0.203523
2012-04-01 20:00:00 PDT,+7117.46,-44.5342,-3561.38,-6341.6,-3410.81,+6217.31,-0.174958,+0.0558345,+0.133567,+0.126047,+0.0363257,-0.180023
2012-04-01 21:00:00 PDT,+7344.07,-40.9856,-3518.65,-6316.22,-3269.45,+6181.01,-0.164242,+0.0522923,+0.124952,+0.118731,+0.0315165,-0.169459
2012-04-01 22:00:00 PDT,+7266.29,-70.8232,-3639.24,-6316.83,-3265.53,+6221.26,-0.1441,+0.0465413,+0.111266,+0.102717,+0.0272161,-0.148963
2012-04-01 23:00:00 PDT,+7058.99,-93.1916,-3604.45,-6325.82,-3339.84,+6254.5,-0.126232,+0.0412526,+0.0971498,+0.0905449,+0.0247954,-0.130467
2012-04-02 00:00:00 PDT,+7218.47,-43.0787,-3530.17,-6332.77,-3279.87,+6228.78,-0.117347,+0.0374116,+0.0893094,+0.084816,+0.0222948,-0.121131
2012-04-02 01:00:00 PDT,+7118.23,-89.2238,-3377.88,-6340.71,-3267.9,+6256.24,-0.101216,+0.0330024,+0.0757848,+0.0747692,+0.0189238,-0.104765
2012-04-02 02:00:00 PDT,+7377.04,-90.7498,-3397.57,-6336.76,-3258.1,+6215.44,-0.0852691,+0.0277809,+0.0640082,+0.0628134,+0.0160694,-0.0882289
2012-04-02 03:00:00 PDT,+7389.63,-34.5216,-3521.18,-6308.99,-3377.58,+6280.7,-0.0779228,+0.0247315,+0.0593094,+0.0562672,+0.0155,-0.0802705
2012-04-02 04:00:00 PDT,+7145.54,-85.6843,-3603.68,-6323.56,-3319.36,+6204.44,-0.0658099,+0.0214185,+0.0506309,+0.0471828,+0.012975,-0.0679805
2012-04-02 05:00:00 PDT,+7253.66,-91.986,-3461.75,-6355.81,-3376.77,+6164.72,-0.0857061,+0.0279593,+0.0647578,+0.062719,+0.0177745,-0.0883815
2012-04-02 06:00:00 PDT,+7288.73,-5.92208,-3544.21,-6360.82,-3209.71,+6244.14,-0.117746,+0.0368712,+0.0894512,+0.0849831,+0.0211365,-0.12156
2012-04-02 07:00:00 PDT,+7240.32,+54.7731,-3432.66,-6496.45,-3532.62,+6416.04,-0.14395,+0.0437559,+0.106743,+0.106028,+0.0299848,-0.147435
2012-04-02 08:00:00 PDT,+7508.87,+195.971,-3509.8,-6880.97,-3994.48,+6534.49,-0.26585,+0.0754585,+0.187909,+0.192115,+0.0660116,-0.262878
2012-04-02 09:00:00 PDT,+7510.61,+196.383,-3510.68,-6883.2,-3998.3,+6534.96,-0.265792,+0.0754279,+0.187845,+0.192061,+0.0660942,-0.26277
2012-04-02 10:00:00 PDT,+8516.4,+571.619,-3246.23,-7566.56,-4652.03,+6840.53,-0.236479,+0.0567782,+0.163944,+0.191538,+0.0728519,-0.240124
2012-04-02 11:00:00 PDT,+8528.65,+573.945,-3236.78,-7565.73,-4656.98,+6845.09,-0.236147,+0.0566546,+0.163839,+0.191809,+0.0728384,-0.239921
2012-04-02 12:00:00 PDT,+7885.57,+450.768,-3530.02,-7225.89,-4129.09,+6650.47,-0.25493,+0.0638887,+0.177279,+0.187614,+0.0663681,-0.256737
2012-04-02 13:00:00 PDT,+7886.13,+451.907,-3530.65,-7225.1,-4130.2,+6652.58,-0.254919,+0.063848,+0.177309,+0.187604,+0.0663425,-0.256661
2012-04-02 14:00:00 PDT,+8137.1,+380.235,-3316.24,-7180.47,-4076.71,+6715.83,-0.246526,+0.0645167,+0.176059,+0.194641,+0.0635544,-0.256465
2012-04-02 15:00:00 PDT,+8136.46,+380.076,-3315.43,-7180.44,-4075.73,+6715.39,-0.246545,+0.0645257,+0.17605,+0.194666,+0.0635416,-0.256499
2012-04-02 16:00:00 PDT,+7742.26,+339.084,-3373.24,-7028.81,-3983.13,+6666.57,-0.258931,+0.0685731,+0.181511,+0.194796,+0.0624746,-0.259896
2012-04-02 17:00:00 PDT,+7738.71,+338.363,-3374.9,-7029.14,-3983.27,+6665.27,-0.259046,+0.0686237,+0.181521,+0.194739,+0.0625093,-0.259925
2012-04-02 18:00:00 PDT,+7329.28,-25.3017,-3369.5,-6438.79,-3247.91,+6263.6,-0.270051,+0.0853475,+0.201852,+0.202102,+0.0514286,-0.289671
2012-04-02 19:00:00 PDT,+7102.93,-66.7546,-3607.72,-6327.03,-3377.58,+6278.09,-0.148498,+0.0479046,+0.114177,+0.106349,+0.0296096,-0.153198
2012-04-02 20:00:00 PDT,+7102.93,-66.7546,-3607.72,-6327.03,-3377.58,+6278.09,-0.148825,+0.04801,+0.114429,+0.106583,+0.0296748,-0.153535
2012-04-02 21:00:00 PDT,+6888.51,-70.5422,-3572.31,-6337.59,-3164.12,+6164.66,-0.152214,+0.0492449,+0.116526,+0.109618,+0.0273101,-0.157633
2012-04-02 22:00:00 PDT,+6888.51,-70.5377,-3572.32,-6337.59,-3164.12,+6164.67,-0.15255,+0.0493536,+0.116783,+0.10986,+0.0273702,-0.157982
2012-04-02 23:00:00 PDT,+7213.98,-91.4509,-3430.26,-6327.63,-3268.73,+6160.04,-0.150456,+0.0490814,+0.113464,+0.110326,+0.0291418,-0.155552
2012-04-03 00:00:00 PDT,+7213.98,-91.4509,-3430.26,-6327.63,-3268.73,+6160.04,-0.150681,+0.0491549,+0.113634,+0.110491,+0.0291855,-0.155786
2012-04-03 01:00:00 PDT,+7173.67,-91.5398,-3448.5,-6328.82,-3348.04,+6268.44,-0.15007,+0.0489694,+0.113412,+0.109803,+0.0294879,-0.155079
2012-04-03 02:00:00 PDT,+7067.61,-85.083,-3514.14,-6342.24,-3324.62,+6196.74,-0.131304,+0.0427412,+0.0998834,+0.0953469,+0.0260477,-0.135607
2012-04-03 03:00:00 PDT,+7247.9,-66.1072,-3579.66,-6280.05,-3380.29,+6180.27,-0.121322,+0.0391007,+0.0932606,+0.086893,+0.0250541,-0.124981
2012-04-03 04:00:00 PDT,+6956.61,-85.3882,-3597.35,-6336.84,-3249.17,+6204.49,-0.105306,+0.0343059,+0.0808997,+0.075641,+0.0198014,-0.108969
2012-04-03 05:00:00 PDT,+7343.52,-86.8838,-3529.99,-6343.86,-3313.58,+6156.37,-0.120624,+0.0392368,+0.0919098,+0.0874195,+0.024094,-0.124535
2012-04-03 06:00:00 PDT,+7134.18,-5.81053,-3419.13,-6519.37,-3326.84,+6345.16,-0.129472,+0.0405435,+0.0959615,+0.0959078,+0.0243227,-0.133474
2012-04-03 07:00:00 PDT,+7439.28,+40.9822,-3640.31,-6557.22,-3463.75,+6421.69,-0.145181,+0.0444565,+0.109915,+0.10475,+0.0289734,-0.149045
2012-04-03 08:00:00 PDT,+7650.47,+125.83,-3480.26,-6713.8,-3677.3,+6459.37,-0.196062,+0.0576992,+0.143863,+0.145164,+0.0435791,-0.199675
2012-04-03 09:00:00 PDT,+7630.28,+283.769,-3466.23,-6975.16,-4048.2,+6537.83,-0.262336,+0.0713297,+0.184346,+0.192465,+0.0672457,-0.261437
2012-04-03 10:00:00 PDT,+7628.41,+284.25,-3467.29,-6978.63,-4052.61,+6538.51,-0.262405,+0.0713282,+0.184247,+0.192391,+0.0673354,-0.261309
2012-04-03 11:00:00 PDT,+7600.63,+187.164,-3420.74,-6807.83,-3912.48,+6441.49,-0.262541,+0.0749372,+0.189328,+0.195923,+0.0663198,-0.267326
2012-04-03 12:00:00 PDT,+7596.99,+185.659,-3421.49,-6807.17,-3911.71,+6440.17,-0.262654,+0.0750223,+0.189359,+0.195906,+0.0663342,-0.267379
2012-04-03 13:00:00 PDT,+7426.69,+249.105,-3353.35,-6864.74,-3929.72,+6489.65,-0.269292,+0.0742758,+0.1866,+0.19749,+0.0655224,-0.265649
2012-04-03 14:00:00 PDT,+7422.77,+248.423,-3352.88,-6865.98,-3930.47,+6490.24,-0.269429,+0.0743352,+0.186553,+0.19749,+0.0655264,-0.265614
2012-04-03 15:00:00 PDT,+7466.87,+45.8759,-3476.54,-6642.74,-3571.27,+6326.25,-0.265864,+0.0812267,+0.195659,+0.195887,+0.0599175,-0.279384
2012-04-03 16:00:00 PDT,+7201.86,+96.2276,-3349.95,-6561.34,-3657.75,+6413.35,-0.101964,+0.0303491,+0.0744174,+0.0760244,+0.0227658,-0.10392
2012-04-03 17:00:00 PDT,+7137.66,-12.0761,-3451.55,-6471.58,-3473.27,+6252.64,-0.067093,+0.0210744,+0.0500851,+0.0493669,+0.0142739,-0.0688612
2012-04-03 18:00:00 PDT,+7113.89,-60.8871,-3359.04,-6344.51,-3259.79,+6231.85,-0.0400357,+0.0128782,+0.0298621,+0.0296135,+0.00749979,-0.0413819
2012-04-03 19:00:00 PDT,+7042.58,-79.7055,-3624.78,-6332.12,-3320.9,+6266.27,-0.0199738,+0.00648581,+0.0153911,+0.0142875,+0.00385624,-0.0206434
2012-04-03 20:00:00 PDT,+7173.11,-77.2998,-3487.59,-6332.06,-3338.27,+6216.37,-0.0677151,+0.0219476,+0.0513653,+0.0492813,+0.0134548,-0.0699
2012-04-03 21:00:00 PDT,+7276.36,-74.9863,-3589.43,-6298.38,-3356.22,+6164.12,-0.160476,+0.0519296,+0.123396,+0.11499,+0.0328372,-0.165441
2012-04-03 22:00:00 PDT,+7246.84,-108.253,-3468.25,-6356.27,-3360.91,+6195.85,-0.272084,+0.0894398,+0.206075,+0.199285,+0.0568792,-0.288944
2012-04-03 23:00:00 PDT,+7246.86,-108.254,-3468.21,-6356.28,-3360.89,+6195.85,-0.272083,+0.0894395,+0.206075,+0.199286,+0.0568786,-0.288944
2012-04-04 00:00:00 PDT,+6873.08,-83.2918,-3516.46,-6294.25,-3175.98,+6092.63,-0.287152,+0.0934968,+0.20895,+0.198064,+0.0534546,-0.297348
2012-04-04 01:00:00 PDT,+6873.08,-83.2918,-3516.46,-6294.25,-3175.98,+6092.63,-0.287152,+0.0934968,+0.20895,+0.198064,+0.0534546,-0.297348
2012-04-04 02:00:00 PDT,+7158.97,-43.5735,-3442.74,-6290.83,-3345.61,+6116.36,-0.276239,+0.0881043,+0.208328,+0.200961,+0.0585329,-0.291936
2012-04-04 03:00:00 PDT,+7158.93,-43.5864,-3442.74,-6290.86,-3345.63,+6116.36,-0.27624,+0.0881053,+0.208326,+0.20096,+0.0585335,-0.291935
2012-04-04 04:00:00 PDT,+7168.27,-110.888,-3369.28,-6332.43,-3231.66,+6151.82,-0.275015,+0.0905652,+0.205899,+0.203349,+0.0537838,-0.293831
2012-04-04 05:00:00 PDT,+7126.11,-57.5649,-3553.87,-6330.05,-3300.46,+6164.25,-0.277332,+0.0890617,+0.207937,+0.196278,+0.0557519,-0.291585
2012-04-04 06:00:00 PDT,+7350.06,+10.3202,-3571.08,-6517.16,-3394.8,+6361.88,-0.191603,+0.0595328,+0.144477,+0.13922,+0.0374036,-0.197121
2012-04-04 07:00:00 PDT,+7783.81,+63.286,-3316.6,-6593.42,-3593.83,+6423.88,-0.100285,+0.0304215,+0.0728566,+0.0753291,+0.0215808,-0.102552
2012-04-04 08:00:00 PDT,+8012.57,+274.102,-3426.99,-7046.75,-3961.5,+6645.95,-0.178781,+0.049183,+0.127109,+0.134999,+0.0431514,-0.180331
2012-04-04 09:00:00 PDT,+7763.61,+296.225,-3589.22,-6984.85,-3961.19,+6682.14,-0.257889,+0.0698538,+0.185397,+0.188413,+0.0615597,-0.260038
2012-04-04 10:00:00 PDT,+7759.81,+296.172,-3592.11,-6985.64,-3961.83,+6682.02,-0.258016,+0.0698849,+0.185402,+0.188312,+0.0615783,-0.260026
2012-04-04 11:00:00 PDT,+8800.08,+652.371,-3244.07,-7730,-4714.54,+6881.25,-0.229122,+0.0533237,+0.159523,+0.18939,+0.073072,-0.237891
2012-04-04 12:00:00 PDT,+8792.98,+654.057,-3188.57,-7716.74,-4724.95,+6875.52,-0.229316,+0.0533084,+0.159113,+0.191032,+0.073399,-0.237754
2012-04-04 13:00:00 PDT,+8242.87,+441.408,-3253.08,-7282.98,-4241.96,+6707.47,-0.243709,+0.0620104,+0.172135,+0.195182,+0.0675613,-0.252685
2012-04-04 14:00:00 PDT,+8244.93,+442.561,-3251.58,-7282.08,-4235.53,+6706.26,-0.243654,+0.0619637,+0.172141,+0.195238,+0.0674467,-0.252868
2012-04-04 15:00:00 PDT,+8140.68,+417.755,-3317.86,-7240.27,-4290.91,+6671.35,-0.246656,+0.0633455,+0.17427,+0.193814,+0.0695284,-0.252292
2012-04-04 16:00:00 PDT,+8144.77,+420.073,-3314.56,-7243.86,-4291.48,+6673.25,-0.246545,+0.0632492,+0.174119,+0.193866,+0.0694945,-0.252236
2012-04-04 17:00:00 PDT,+7441.88,+188.53,-3501.54,-6770.64,-3632,+6459.55,-0.26819,+0.0763441,+0.19151,+0.193611,+0.0582703,-0.273982
2012-04-04 18:00:00 PDT,+7296.28,-22.2064,-3434.63,-6369.07,-3338.68,+6257.25,-0.201095,+0.0634644,+0.150862,+0.147336,+0.039304,-0.207176
2012-04-04 19:00:00 PDT,+6931.26,-65.3219,-3484.37,-6353.85,-3477.29,+6268.02,-0.0667399,+0.0215319,+0.050514,+0.0486435,+0.0141959,-0.0686755
2012-04-04 20:00:00 PDT,+7120.95,-73.2342,-3389.35,-6330.35,-3339.37,+6217.28,-0.0807155,+0.0261174,+0.0605155,+0.0594557,+0.0160417,-0.0833052
2012-04-04 21:00:00 PDT,+6891.99,-68.3636,-3420.71,-6339.18,-3336.84,+6163.32,-0.0898358,+0.0290322,+0.0675608,+0.0659462,+0.0181604,-0.0926475
2012-04-04 22:00:00 PDT,+7016.31,-57.6948,-3506.38,-6299.94,-3214.01,+6215.33,-0.106203,+0.0341228,+0.0808355,+0.0768707,+0.0193762,-0.109855
