# file...... SwingKids_overhead_line.csv
# date...... Wed Jul 30 11:23:59 2014
# user...... jxh10
# host...... (null)
# group..... class=overhead_line AND groupid=swingKids
# trigger... (none)
# interval.. 3600
# limit..... 0
# property.. timestamp,sum(power_in.real),sum(power_in.imag)
2014-07-30 00:00:00 PDT,+108932,-305857
2014-07-30 01:00:00 PDT,+422773,+93836
2014-07-30 02:00:00 PDT,+149825,-85998.4
2014-07-30 03:00:00 PDT,+94097.7,+1010.91
2014-07-30 04:00:00 PDT,+97028.1,+559.116
2014-07-30 05:00:00 PDT,-43131.5,-799.543
2014-07-30 06:00:00 PDT,-1.30149e+006,-3164.81
2014-07-30 07:00:00 PDT,-1.67998e+006,+143048
2014-07-30 08:00:00 PDT,-1.73697e+006,+222612
2014-07-30 09:00:00 PDT,-2.07081e+006,+210167
2014-07-30 10:00:00 PDT,-1.8667e+006,+307964
2014-07-30 11:00:00 PDT,-1.88969e+006,+250804
2014-07-30 12:00:00 PDT,-1.97742e+006,+318208
2014-07-30 13:00:00 PDT,-1.94956e+006,+300737
2014-07-30 14:00:00 PDT,-1.02288e+006,+265145
2014-07-30 15:00:00 PDT,-1.22373e+006,+219596
2014-07-30 16:00:00 PDT,-676817,+236625
2014-07-30 17:00:00 PDT,-677335,+211286
2014-07-30 18:00:00 PDT,-435171,+133932
2014-07-30 19:00:00 PDT,+384730,+117912
2014-07-30 20:00:00 PDT,+391888,-41851.1
2014-07-30 21:00:00 PDT,+351271,+44159.1
2014-07-30 22:00:00 PDT,+385390,+54054.1
2014-07-30 23:00:00 PDT,+410993,+67655.6
2014-07-31 00:00:00 PDT,+324432,-52377.4
2014-07-31 01:00:00 PDT,+220120,+27433.6
2014-07-31 02:00:00 PDT,+235969,+32083.1
2014-07-31 03:00:00 PDT,+182954,+17966.9
2014-07-31 04:00:00 PDT,+190227,+20417.6
2014-07-31 05:00:00 PDT,+120094,+4022.15
2014-07-31 06:00:00 PDT,-501080,+8291.52
2014-07-31 07:00:00 PDT,-1.11596e+006,+62360.2
2014-07-31 08:00:00 PDT,-1.40039e+006,+139276
2014-07-31 09:00:00 PDT,-2.01063e+006,+182378
2014-07-31 10:00:00 PDT,-2.05593e+006,+268840
2014-07-31 11:00:00 PDT,-1.88423e+006,+261536
2014-07-31 12:00:00 PDT,-1.91818e+006,+288113
2014-07-31 13:00:00 PDT,-2.16355e+006,+300604
2014-07-31 14:00:00 PDT,-1.84875e+006,+321851
2014-07-31 15:00:00 PDT,-851020,+222462
2014-07-31 16:00:00 PDT,+108325,+146914
2014-07-31 17:00:00 PDT,+161426,+100134
2014-07-31 18:00:00 PDT,+164304,+45539.9
2014-07-31 19:00:00 PDT,+191334,+13703.6
2014-07-31 20:00:00 PDT,+220511,+10795.1
2014-07-31 21:00:00 PDT,+256578,+17153.3
2014-07-31 22:00:00 PDT,+253141,+15879.2
2014-07-31 23:00:00 PDT,+239300,+18646.7
2014-08-01 00:00:00 PDT,+157440,+4576.37
2014-08-01 01:00:00 PDT,+126039,+1399.94
2014-08-01 02:00:00 PDT,+115629,+727.167
2014-08-01 03:00:00 PDT,+114519,+724.254
2014-08-01 04:00:00 PDT,+118496,+762.074
2014-08-01 05:00:00 PDT,-58021.9,-1212.9
2014-08-01 06:00:00 PDT,-1.42374e+006,-3692.13
2014-08-01 07:00:00 PDT,-1.95985e+006,+123040
2014-08-01 08:00:00 PDT,-2.02811e+006,+224563
2014-08-01 09:00:00 PDT,-2.17345e+006,+264735
2014-08-01 10:00:00 PDT,-2.29694e+006,+284344
2014-08-01 11:00:00 PDT,-2.12459e+006,+345917
2014-08-01 12:00:00 PDT,-2.38135e+006,+288022
2014-08-01 13:00:00 PDT,-2.05363e+006,+322170
2014-08-01 14:00:00 PDT,-1.56938e+006,+290714
2014-08-01 15:00:00 PDT,-1.25174e+006,+189249
2014-08-01 16:00:00 PDT,-322230,+184341
2014-08-01 17:00:00 PDT,-697977,+125106
2014-08-01 18:00:00 PDT,-11702.9,+103571
2014-08-01 19:00:00 PDT,+294774,+54288.6
2014-08-01 20:00:00 PDT,+483661,+87018.6
2014-08-01 21:00:00 PDT,+341402,-61332
2014-08-01 22:00:00 PDT,+238149,+12072.1
2014-08-01 23:00:00 PDT,+189023,+5162.3
2014-08-02 00:00:00 PDT,+147831,+1144.52
2014-08-02 01:00:00 PDT,+130556,+907.08
2014-08-02 02:00:00 PDT,+119379,+783.09
2014-08-02 03:00:00 PDT,+117131,+735.136
2014-08-02 04:00:00 PDT,+118281,+743.056
2014-08-02 05:00:00 PDT,-4716.02,-612.01
2014-08-02 06:00:00 PDT,-1.09154e+006,-5453.51
2014-08-02 07:00:00 PDT,-1.89827e+006,+95036
2014-08-02 08:00:00 PDT,-1.9197e+006,+229933
2014-08-02 09:00:00 PDT,-1.69419e+006,+290246
2014-08-02 10:00:00 PDT,-2.12065e+006,+210075
2014-08-02 11:00:00 PDT,-1.7703e+006,+346355
2014-08-02 12:00:00 PDT,-1.56928e+006,+194009
2014-08-02 13:00:00 PDT,-1.22084e+006,+270249
2014-08-02 14:00:00 PDT,-948625,+115497
2014-08-02 15:00:00 PDT,-365797,+205223
2014-08-02 16:00:00 PDT,-119870,+58261.1
2014-08-02 17:00:00 PDT,+47126.1,+80306.2
2014-08-02 18:00:00 PDT,+168030,+65351
2014-08-02 19:00:00 PDT,+186366,+11269.6
2014-08-02 20:00:00 PDT,+178993,+1640
2014-08-02 21:00:00 PDT,+197032,+1931.73
2014-08-02 22:00:00 PDT,+195717,+1944.83
2014-08-02 23:00:00 PDT,+193484,+6537.67
2014-08-03 00:00:00 PDT,+154643,+1908.16
2014-08-03 01:00:00 PDT,+131438,+908.872
2014-08-03 02:00:00 PDT,+120842,+800.247
2014-08-03 03:00:00 PDT,+118136,+747.899
2014-08-03 04:00:00 PDT,+117333,+748.902
2014-08-03 05:00:00 PDT,+90602.4,+476.248
2014-08-03 06:00:00 PDT,-166227,-2089.97
2014-08-03 07:00:00 PDT,-596237,+2762.19
2014-08-03 08:00:00 PDT,-1.39706e+006,+36864.2
2014-08-03 09:00:00 PDT,-1.38506e+006,+138560
2014-08-03 10:00:00 PDT,-1.51605e+006,+236268
2014-08-03 11:00:00 PDT,-1.60662e+006,+174043
2014-08-03 12:00:00 PDT,-1.67129e+006,+253878
2014-08-03 13:00:00 PDT,-2.03469e+006,+234155
2014-08-03 14:00:00 PDT,-1.60488e+006,+278014
2014-08-03 15:00:00 PDT,-1.30418e+006,+208949
2014-08-03 16:00:00 PDT,-1.55139e+006,+201009
2014-08-03 17:00:00 PDT,-1.17032e+006,+196681
2014-08-03 18:00:00 PDT,-756029,+81360.9
2014-08-03 19:00:00 PDT,+290864,+86385
2014-08-03 20:00:00 PDT,+196611,+6145.38
2014-08-03 21:00:00 PDT,+198976,+2554.66
2014-08-03 22:00:00 PDT,+209548,+5374.16
2014-08-03 23:00:00 PDT,+174751,+1519.75
2014-08-04 00:00:00 PDT,+185883,+12495.7
2014-08-04 01:00:00 PDT,+163853,+10892.2
2014-08-04 02:00:00 PDT,+120844,+1753.22
2014-08-04 03:00:00 PDT,+116968,+724.588
2014-08-04 04:00:00 PDT,+118209,+747.412
2014-08-04 05:00:00 PDT,+119367,+786.166
2014-08-04 06:00:00 PDT,+15167.9,-459.357
2014-08-04 07:00:00 PDT,-70413.9,-472.582
2014-08-04 08:00:00 PDT,-442866,+1156.07
2014-08-04 09:00:00 PDT,-944312,+37463.4
2014-08-04 10:00:00 PDT,-602864,+82113.3
2014-08-04 11:00:00 PDT,-1.35077e+006,+62394.5
2014-08-04 12:00:00 PDT,-813647,+132683
2014-08-04 13:00:00 PDT,-349038,+107092
2014-08-04 14:00:00 PDT,-1.42382e+006,+47795
2014-08-04 15:00:00 PDT,-1.00241e+006,+168873
2014-08-04 16:00:00 PDT,-1.08545e+006,+163735
2014-08-04 17:00:00 PDT,-1.03677e+006,+175323
2014-08-04 18:00:00 PDT,-272176,+98612.3
2014-08-04 19:00:00 PDT,+281733,+47696.9
2014-08-04 20:00:00 PDT,+229334,+13179.5
2014-08-04 21:00:00 PDT,+251013,+15022
2014-08-04 22:00:00 PDT,+207667,+3967.92
2014-08-04 23:00:00 PDT,+177978,+2574.2
2014-08-05 00:00:00 PDT,+144412,+1479.57
2014-08-05 01:00:00 PDT,+126000,+1342.98
2014-08-05 02:00:00 PDT,+117209,+733.114
2014-08-05 03:00:00 PDT,+119287,+763.016
2014-08-05 04:00:00 PDT,+119701,+768.225
2014-08-05 05:00:00 PDT,+106356,+619.983
2014-08-05 06:00:00 PDT,-419105,-5210.47
2014-08-05 07:00:00 PDT,-1.2427e+006,+19516.9
2014-08-05 08:00:00 PDT,-1.47507e+006,+85757.8
2014-08-05 09:00:00 PDT,-1.68184e+006,+151229
2014-08-05 10:00:00 PDT,-1.18928e+006,+151196
2014-08-05 11:00:00 PDT,-1.23672e+006,+141220
2014-08-05 12:00:00 PDT,-852386,+187231
2014-08-05 13:00:00 PDT,-1.0568e+006,+112764
2014-08-05 14:00:00 PDT,-727819,+162861
2014-08-05 15:00:00 PDT,-587737,+114915
2014-08-05 16:00:00 PDT,-584236,+120355
2014-08-05 17:00:00 PDT,+116514,+121135
2014-08-05 18:00:00 PDT,+153022,+42924.2
2014-08-05 19:00:00 PDT,+141944,+4658.26
2014-08-05 20:00:00 PDT,+208752,+7193.23
