# file...... R4-25.00-1_reg_output.csv
# date...... Wed Aug 26 12:29:40 2015
# user...... dpinney
# host...... (null)
# target.... regulator 0
# trigger... (none)
# interval.. 60
# limit..... 144
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2009-01-01 12:00:00 PST,0,0,0,-3537.77,-587625,-89286.1,-579828,-157682,-548038,-250506,-1.71549e+06
2009-01-01 12:01:00 PST,0,0,0,-3529.06,-587623,-89212.7,+14872.7,-157466,-548032,-250207,-1.12078e+06
2009-01-01 12:02:00 PST,0,0,0,-3487.15,-587623,-89175.3,+14872.5,-157078,-548033,-249741,-1.12078e+06
2009-01-01 12:03:00 PST,0,0,0,-3435.45,-587622,-89070.6,+14872.2,-156924,-548034,-249430,-1.12078e+06
2009-01-01 12:04:00 PST,0,0,0,-3381.55,-587622,-88931.6,+14871.8,-156626,-548035,-248939,-1.12078e+06
2009-01-01 12:05:00 PST,0,0,0,-3365.57,-587621,-88952.5,+14872.1,-156439,-548036,-248757,-1.12079e+06
2009-01-01 12:06:00 PST,0,0,0,-3318.13,-587621,-88799.7,+14871.8,-156410,-548037,-248528,-1.12079e+06
2009-01-01 12:07:00 PST,0,0,0,-3269.29,-587620,-88671.4,+14871.2,-156020,-548038,-247960,-1.12079e+06
2009-01-01 12:08:00 PST,0,0,0,-3219.09,-587619,-88499.7,+14870.9,-155973,-548037,-247692,-1.12079e+06
2009-01-01 12:09:00 PST,0,0,0,-3167.5,-587619,-88315.2,+14870.6,-155815,-548038,-247297,-1.12079e+06
2009-01-01 12:10:00 PST,0,0,0,-3114.53,-587618,-88252.7,+14870.4,-155531,-548038,-246898,-1.12079e+06
2009-01-01 12:11:00 PST,0,0,0,-3060.18,-587617,-88084.8,+14870.2,-155034,-548040,-246179,-1.12079e+06
2009-01-01 12:12:00 PST,0,0,0,-3004.45,-587616,-87993.3,+14870.1,-154550,-548041,-245547,-1.12079e+06
2009-01-01 12:13:00 PST,0,0,0,-2947.36,-587615,-87817.2,+14869.9,-154063,-548042,-244828,-1.12079e+06
2009-01-01 12:14:00 PST,0,0,0,-2865.9,-587614,-87605.5,+14869.4,-153571,-548044,-244042,-1.12079e+06
