# file...... Regulator_Reg1.csv
# date...... Mon Apr 08 16:07:04 2013
# user...... dwp0
# host...... (null)
# target.... regulator 54
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2012-06-01 00:00:00 PDT,1,1,1,+235619,-145542,+222700,-148751,+147516,-151486,+605835,-445779
2012-06-01 01:00:00 PDT,1,1,1,+104836,-151674,+121349,-151812,+73257.3,-153515,+299443,-457001
2012-06-01 02:00:00 PDT,1,1,1,+113691,-151509,+109819,-152516,+90433.2,-152678,+313943,-456704
2012-06-01 03:00:00 PDT,1,1,1,+230024,-145435,+194994,-150187,+114944,-152550,+539961,-448173
2012-06-01 04:00:00 PDT,1,1,1,+177145,-148806,+203443,-148733,+110514,-152861,+491102,-450401
2012-06-01 05:00:00 PDT,1,1,1,+178528,-148149,+158904,-151194,+114639,-152530,+452070,-451874
2012-06-01 06:00:00 PDT,1,1,1,+393373,-134412,+369668,-139582,+226658,-149394,+989699,-423388
2012-06-01 07:00:00 PDT,1,1,1,+312774,-141376,+395384,-135733,+183344,-151858,+891502,-428967
2012-06-01 08:00:00 PDT,1,1,1,+212763,-146558,+188378,-149167,+117385,-151647,+518526,-447372
2012-06-01 09:00:00 PDT,1,1,1,+224880,-141875,+207696,-143650,+180579,-142856,+613155,-428381
2012-06-01 10:00:00 PDT,1,1,1,+241714,-140480,+259324,-143208,+171473,-149068,+672511,-432755
2012-06-01 11:00:00 PDT,1,1,1,+155932,-147873,+137025,-151026,+107925,-150317,+400881,-449217
2012-06-01 12:00:00 PDT,1,1,1,+167789,-140041,+168420,-139176,+131074,-143797,+467284,-423015
2012-06-01 13:00:00 PDT,1,1,1,+152144,-143759,+136841,-147961,+100466,-151148,+389451,-442868
2012-06-01 14:00:00 PDT,1,1,1,+354979,-128896,+278330,-139058,+212230,-144786,+845539,-412740
2012-06-01 15:00:00 PDT,1,1,1,+503644,-75564.7,+437395,-90807.3,+296664,-121748,+1.2377e+006,-288120
2012-06-01 16:00:00 PDT,1,1,1,+497731,-63388.4,+350950,-102449,+299561,-108704,+1.14824e+006,-274542
2012-06-01 17:00:00 PDT,1,1,1,+359309,-109338,+293295,-124023,+240364,-132130,+892968,-365491
2012-06-01 18:00:00 PDT,1,1,1,+290076,-142105,+264328,-146543,+183298,-150236,+737702,-438884
2012-06-01 19:00:00 PDT,1,1,1,+235690,-145867,+250408,-147113,+162049,-149843,+648147,-442822
2012-06-01 20:00:00 PDT,1,1,1,+199875,-145765,+206850,-146708,+175501,-147553,+582225,-440026
2012-06-01 21:00:00 PDT,1,1,1,+200100,-146899,+215054,-146953,+144132,-151515,+559286,-445366
2012-06-01 22:00:00 PDT,1,1,1,+197162,-147823,+189204,-150214,+136581,-151594,+522947,-449631
2012-06-01 23:00:00 PDT,1,1,1,+158857,-149513,+151142,-151447,+113518,-152280,+423517,-453240
2012-06-02 00:00:00 PDT,1,1,1,+70606.2,-152636,+77667.6,-153190,+49838.9,-153918,+198113,-459744
2012-06-02 01:00:00 PDT,1,1,1,+73960,-152549,+79304.7,-153215,+48323.3,-153872,+201588,-459637
2012-06-02 02:00:00 PDT,1,1,1,+118316,-151250,+104058,-152738,+84967.3,-152862,+307341,-456850
2012-06-02 03:00:00 PDT,1,1,1,+221567,-145949,+196144,-149811,+92500.4,-153191,+510211,-448952
2012-06-02 04:00:00 PDT,1,1,1,+158461,-149784,+188046,-149636,+128272,-152173,+474779,-451594
2012-06-02 05:00:00 PDT,1,1,1,+159611,-148760,+153790,-151193,+92303.3,-153239,+405704,-453191
2012-06-02 06:00:00 PDT,1,1,1,+364842,-136158,+322762,-142332,+190638,-150887,+878243,-429376
2012-06-02 07:00:00 PDT,1,1,1,+331673,-139744,+375021,-138179,+198228,-150839,+904921,-428762
2012-06-02 08:00:00 PDT,1,1,1,+214048,-146410,+181244,-150042,+107894,-152785,+503186,-449236
2012-06-02 09:00:00 PDT,1,1,1,+236046,-140920,+217703,-145667,+161875,-150093,+615624,-436680
2012-06-02 10:00:00 PDT,1,1,1,+277097,-125247,+296432,-134390,+202444,-141059,+775972,-400697
2012-06-02 11:00:00 PDT,1,1,1,+553541,-18689.8,+484491,-45541.4,+358426,-78657.7,+1.39646e+006,-142889
2012-06-02 12:00:00 PDT,1,1,1,+162604,-143114,+177293,-137962,+124196,-146944,+464092,-428020
2012-06-02 13:00:00 PDT,1,1,1,+494192,-36210.2,+432384,-59416.4,+336637,-83957.7,+1.26321e+006,-179584
2012-06-02 14:00:00 PDT,1,1,1,+409667,-112646,+318839,-130723,+260179,-134273,+988685,-377641
2012-06-02 15:00:00 PDT,1,1,1,+587875,-59009.1,+482835,-83111,+366636,-104161,+1.43735e+006,-246281
2012-06-02 16:00:00 PDT,1,1,1,+355215,-114052,+264494,-128083,+205558,-132910,+825266,-375044
2012-06-02 17:00:00 PDT,1,1,1,+255712,-141855,+227536,-145881,+195931,-145151,+679179,-432887
2012-06-02 18:00:00 PDT,1,1,1,+270517,-143519,+268025,-146127,+161498,-151276,+700040,-440921
2012-06-02 19:00:00 PDT,1,1,1,+226002,-146274,+229733,-148146,+149988,-151144,+605724,-445563
2012-06-02 20:00:00 PDT,1,1,1,+180066,-149071,+190794,-149975,+162083,-150290,+532943,-449336
2012-06-02 21:00:00 PDT,1,1,1,+193539,-147972,+204495,-149450,+130237,-151987,+528271,-449409
2012-06-02 22:00:00 PDT,1,1,1,+185526,-148410,+182417,-150402,+131738,-151739,+499680,-450550
2012-06-02 23:00:00 PDT,1,1,1,+152723,-149909,+154802,-151130,+112652,-152337,+420177,-453375
2012-06-03 00:00:00 PDT,1,1,1,+66815.3,-152814,+73692.7,-153242,+56226.9,-153657,+196735,-459713
2012-06-03 01:00:00 PDT,1,1,1,+85499.4,-152381,+79478.8,-153372,+52056.1,-153820,+217034,-459573
2012-06-03 02:00:00 PDT,1,1,1,+113801,-151432,+108797,-152453,+85018.3,-152916,+307616,-456800
2012-06-03 03:00:00 PDT,1,1,1,+226939,-145596,+187072,-150333,+111638,-152706,+525649,-448635
2012-06-03 04:00:00 PDT,1,1,1,+173459,-148959,+202800,-148986,+118962,-152583,+495221,-450528
2012-06-03 05:00:00 PDT,1,1,1,+182694,-147921,+163247,-150868,+106376,-152820,+452317,-451610
2012-06-03 06:00:00 PDT,1,1,1,+396941,-132696,+317583,-143900,+204503,-150274,+919027,-426870
2012-06-03 07:00:00 PDT,1,1,1,+337144,-139514,+370028,-139175,+211841,-149911,+919013,-428600
2012-06-03 08:00:00 PDT,1,1,1,+213404,-146421,+175903,-150400,+107881,-152731,+497187,-449552
