hour, t(sec), V1, VAngle1, V2, VAngle2, V3, VAngle3, I1, IAngle1, I2, IAngle2, I3, IAngle3
0, 0.00017, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00033, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00050, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00067, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00083, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00100, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00117, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00133, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00150, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00167, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00183, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00200, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00217, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00233, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00250, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00267, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00283, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00300, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00317, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00333, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00350, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00367, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00383, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00400, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
0, 0.00417, 7258.69, -32.8495, 7260.73, -152.668, 7292.42, 87.2996, 0.0892858, 59.6366, 0.100413, -65.174, 0.0907327, 168.762
