"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
7069, 1747.68, 810.132, 7121.55, 7721.4, 1692.78, 720.837, 6901.37, 7383.14, 0, 0, 0, 0, 54.8865, 89.3521, 220.309, 360.467, 11.0971, 1.77324, 43.7894, 87.5789, 180.461, 44.17, 6.99362, 47.8929, 4.50284, 0.295365, 4.79821, 2.19541, 0, 0, 0, 0, 53.6042, 1.28232, 0, 0, 0, 0, 0, 5.7113, 1.28232, 0, 0, 0, 0, 0, 4.10346, 0, 0, 0, 0, 0, 0, 43.7894, 0, 0, 0, 0, 0, 0, 0, 1692.78, 0, 0, 0, 0, 0
7070, 1840.04, 849.486, 7121.55, 7721.4, 1784.1, 758.12, 6901.37, 7383.14, 0, 0, 0, 0, 55.9924, 91.1455, 220.309, 360.467, 12.2719, 3.70454, 43.7205, 87.441, 180.461, 44.17, 7.73746, 48.255, 4.98463, 0.325661, 5.31029, 2.42717, 0, 0, 0, 0, 54.5803, 1.41207, 0, 0, 0, 0, 0, 6.32539, 1.41207, 0, 0, 0, 0, 0, 4.53446, 0, 0, 0, 0, 0, 0, 43.7205, 0, 0, 0, 0, 0, 0, 0, 1784.1, 0, 0, 0, 0, 0
7071, 1896.39, 873.347, 7121.55, 7721.4, 1839.75, 780.94, 6901.37, 7383.14, 0, 0, 0, 0, 56.682, 92.2724, 220.309, 360.467, 13.0034, 4.91514, 43.6786, 87.3573, 180.461, 44.17, 8.20439, 48.4776, 5.28945, 0.344963, 5.63441, 2.56998, 0, 0, 0, 0, 55.1906, 1.49146, 0, 0, 0, 0, 0, 6.71293, 1.49146, 0, 0, 0, 0, 0, 4.79899, 0, 0, 0, 0, 0, 0, 43.6786, 0, 0, 0, 0, 0, 0, 0, 1839.75, 0, 0, 0, 0, 0
7072, 2022.05, 926.628, 7121.55, 7721.4, 1963.91, 831.502, 6901.37, 7383.14, 0, 0, 0, 0, 58.2159, 94.8304, 220.309, 360.467, 14.6304, 7.65945, 43.5855, 87.1709, 180.461, 44.17, 9.26371, 48.9522, 5.99564, 0.390328, 6.38597, 2.87773, 0, 0, 0, 0, 56.5569, 1.65901, 0, 0, 0, 0, 0, 7.6047, 1.65901, 0, 0, 0, 0, 0, 5.36674, 0, 0, 0, 0, 0, 0, 43.5855, 0, 0, 0, 0, 0, 0, 0, 1963.91, 0, 0, 0, 0, 0
7073, 2266.91, 1030.01, 7121.55, 7721.4, 2205.55, 929.119, 6901.37, 7383.14, 0, 0, 0, 0, 61.5125, 100.333, 220.309, 360.467, 18.1081, 13.5239, 43.4044, 86.8087, 180.461, 44.17, 11.5155, 49.9969, 7.49634, 0.486899, 7.98324, 3.53229, 0, 0, 0, 0, 59.4938, 2.01862, 0, 0, 0, 0, 0, 9.49691, 2.01862, 0, 0, 0, 0, 0, 6.59258, 0, 0, 0, 0, 0, 0, 43.4044, 0, 0, 0, 0, 0, 0, 0, 2205.55, 0, 0, 0, 0, 0
7074, 2575.14, 1159.3, 7121.55, 7721.4, 2508.99, 1050.28, 6901.37, 7383.14, 0, 0, 0, 0, 66.3459, 108.343, 220.309, 360.467, 23.1689, 21.9891, 43.177, 86.3539, 180.461, 44.17, 14.7432, 51.6027, 9.62737, 0.624231, 10.2516, 4.49159, 0, 0, 0, 0, 63.7866, 2.55933, 0, 0, 0, 0, 0, 12.1839, 2.55933, 0, 0, 0, 0, 0, 8.42573, 0, 0, 0, 0, 0, 0, 43.177, 0, 0, 0, 0, 0, 0, 0, 2508.99, 0, 0, 0, 0, 0
7075, 2889.39, 1290.25, 7121.55, 7721.4, 2817.54, 1171.85, 6901.37, 7383.14, 0, 0, 0, 0, 72.0499, 117.732, 220.309, 360.467, 29.1047, 31.8412, 42.9453, 85.8905, 180.461, 44.17, 18.5027, 53.5472, 12.0891, 0.781239, 12.8703, 5.63239, 0, 0, 0, 0, 68.8426, 3.20732, 0, 0, 0, 0, 0, 15.2954, 3.20732, 0, 0, 0, 0, 0, 10.602, 0, 0, 0, 0, 0, 0, 42.9453, 0, 0, 0, 0, 0, 0, 0, 2817.54, 0, 0, 0, 0, 0
7076, 2858.55, 1277.34, 7121.55, 7721.4, 2787.09, 1160.66, 6901.37, 7383.14, 0, 0, 0, 0, 71.4398, 116.747, 220.309, 360.467, 28.4715, 30.8101, 42.9682, 85.9365, 180.461, 44.17, 18.095, 53.3448, 11.8262, 0.763516, 12.5897, 5.50529, 0, 0, 0, 0, 68.3067, 3.13306, 0, 0, 0, 0, 0, 14.9619, 3.13306, 0, 0, 0, 0, 0, 10.3765, 0, 0, 0, 0, 0, 0, 42.9682, 0, 0, 0, 0, 0, 0, 0, 2787.09, 0, 0, 0, 0, 0
7077, 2830.12, 1265.53, 7121.55, 7721.4, 2759.21, 1149.72, 6901.37, 7383.14, 0, 0, 0, 0, 70.8915, 115.863, 220.309, 360.467, 27.902, 29.8841, 42.9895, 85.9789, 180.461, 44.17, 17.7183, 53.1732, 11.5826, 0.747326, 12.33, 5.3883, 0, 0, 0, 0, 67.824, 3.06744, 0, 0, 0, 0, 0, 14.6508, 3.06744, 0, 0, 0, 0, 0, 10.1837, 0, 0, 0, 0, 0, 0, 42.9895, 0, 0, 0, 0, 0, 0, 0, 2759.21, 0, 0, 0, 0, 0
7078, 2928.61, 1306.53, 7121.55, 7721.4, 2855.91, 1187.35, 6901.37, 7383.14, 0, 0, 0, 0, 72.7679, 118.967, 220.309, 360.467, 29.851, 33.1336, 42.9169, 85.8338, 180.461, 44.17, 18.9418, 53.8261, 12.3854, 0.795531, 13.1809, 5.76086, 0, 0, 0, 0, 69.4937, 3.27418, 0, 0, 0, 0, 0, 15.6676, 3.27418, 0, 0, 0, 0, 0, 10.9092, 0, 0, 0, 0, 0, 0, 42.9169, 0, 0, 0, 0, 0, 0, 0, 2855.91, 0, 0, 0, 0, 0
7079, 2525.27, 1138.13, 7121.55, 7721.4, 2459.62, 1032.14, 6901.37, 7383.14, 0, 0, 0, 0, 65.3944, 106.882, 220.309, 360.467, 22.1793, 20.4515, 43.2151, 86.4301, 180.461, 44.17, 14.0854, 51.309, 9.21974, 0.593342, 9.81309, 4.27232, 0, 0, 0, 0, 62.9705, 2.42383, 0, 0, 0, 0, 0, 11.6616, 2.42383, 0, 0, 0, 0, 0, 8.09392, 0, 0, 0, 0, 0, 0, 43.2151, 0, 0, 0, 0, 0, 0, 0, 2459.62, 0, 0, 0, 0, 0
7080, 2063.44, 943.755, 7121.55, 7721.4, 2004.79, 849.462, 6901.37, 7383.14, 0, 0, 0, 0, 58.3676, 95.364, 220.309, 360.467, 14.8104, 8.24976, 43.5571, 87.1142, 180.461, 44.17, 9.41746, 48.9501, 6.1742, 0.397164, 6.57136, 2.8461, 0, 0, 0, 0, 56.7597, 1.60784, 0, 0, 0, 0, 0, 7.80963, 1.60784, 0, 0, 0, 0, 0, 5.39299, 0, 0, 0, 0, 0, 0, 43.5571, 0, 0, 0, 0, 0, 0, 0, 2004.79, 0, 0, 0, 0, 0
7081, 1655.14, 770.458, 7121.55, 7721.4, 1601.46, 684.178, 6901.37, 7383.14, 0, 0, 0, 0, 53.4332, 87.2643, 220.309, 360.467, 9.57276, -0.456586, 43.8605, 87.7209, 180.461, 44.17, 6.08451, 47.3487, 3.99276, 0.257793, 4.25055, 1.83395, 0, 0, 0, 0, 52.3961, 1.03717, 0, 0, 0, 0, 0, 5.04734, 1.03717, 0, 0, 0, 0, 0, 3.48825, 0, 0, 0, 0, 0, 0, 43.8605, 0, 0, 0, 0, 0, 0, 0, 1601.46, 0, 0, 0, 0, 0
7082, 1409.64, 665.771, 7121.55, 7721.4, 1358.46, 583.056, 6901.37, 7383.14, 0, 0, 0, 0, 51.0343, 83.3195, 220.309, 360.467, 6.99135, -4.76641, 44.043, 88.0859, 180.461, 44.17, 4.43971, 46.5946, 2.91268, 0.188695, 3.10138, 1.33833, 0, 0, 0, 0, 50.2749, 0.75935, 0, 0, 0, 0, 0, 3.68036, 0.75935, 0, 0, 0, 0, 0, 2.55163, 0, 0, 0, 0, 0, 0, 44.043, 0, 0, 0, 0, 0, 0, 0, 1358.46, 0, 0, 0, 0, 0
7083, 1316.85, 626.225, 7121.55, 7721.4, 1266.55, 544.445, 6901.37, 7383.14, 0, 0, 0, 0, 50.238, 82.0092, 220.309, 360.467, 6.1261, -6.21453, 44.1119, 88.2237, 180.461, 44.17, 3.88718, 46.3508, 2.54914, 0.165519, 2.71466, 1.17252, 0, 0, 0, 0, 49.5707, 0.667217, 0, 0, 0, 0, 0, 3.21996, 0.667217, 0, 0, 0, 0, 0, 2.23892, 0, 0, 0, 0, 0, 0, 44.1119, 0, 0, 0, 0, 0, 0, 0, 1266.55, 0, 0, 0, 0, 0
7084, 1242.13, 594.182, 7121.55, 7721.4, 1192.44, 513.344, 6901.37, 7383.14, 0, 0, 0, 0, 49.6408, 81.0241, 220.309, 360.467, 5.47346, -7.31066, 44.1674, 88.3347, 180.461, 44.17, 3.4716, 46.1692, 2.27522, 0.147359, 2.42258, 1.04903, 0, 0, 0, 0, 49.0444, 0.596402, 0, 0, 0, 0, 0, 2.8752, 0.596402, 0, 0, 0, 0, 0, 2.00186, 0, 0, 0, 0, 0, 0, 44.1674, 0, 0, 0, 0, 0, 0, 0, 1192.44, 0, 0, 0, 0, 0
7085, 1273.4, 607.757, 7121.55, 7721.4, 1223.49, 526.205, 6901.37, 7383.14, 0, 0, 0, 0, 49.9283, 81.4691, 220.309, 360.467, 5.78445, -6.81851, 44.1438, 88.2876, 180.461, 44.17, 3.66436, 46.2639, 2.39347, 0.156387, 2.54986, 1.1145, 0, 0, 0, 0, 49.2879, 0.640348, 0, 0, 0, 0, 0, 3.02401, 0.640348, 0, 0, 0, 0, 0, 2.12009, 0, 0, 0, 0, 0, 0, 44.1438, 0, 0, 0, 0, 0, 0, 0, 1223.49, 0, 0, 0, 0, 0
7086, 1450.8, 683.988, 7121.55, 7721.4, 1399.45, 599.568, 6901.37, 7383.14, 0, 0, 0, 0, 51.458, 83.9805, 220.309, 360.467, 7.4467, -4.04215, 44.0113, 88.0227, 180.461, 44.17, 4.72643, 46.7316, 3.09096, 0.201169, 3.29212, 1.4343, 0, 0, 0, 0, 50.6389, 0.819118, 0, 0, 0, 0, 0, 3.90731, 0.819118, 0, 0, 0, 0, 0, 2.72027, 0, 0, 0, 0, 0, 0, 44.0113, 0, 0, 0, 0, 0, 0, 0, 1399.45, 0, 0, 0, 0, 0
7087, 1856.12, 856.83, 7121.55, 7721.4, 1800.61, 764.822, 6901.37, 7383.14, 0, 0, 0, 0, 55.7509, 91.0455, 220.309, 360.467, 12.0411, 3.62577, 43.7099, 87.4198, 180.461, 44.17, 7.65568, 48.0953, 5.01551, 0.324511, 5.34002, 2.31567, 0, 0, 0, 0, 54.4374, 1.31352, 0, 0, 0, 0, 0, 6.34216, 1.31352, 0, 0, 0, 0, 0, 4.38538, 0, 0, 0, 0, 0, 0, 43.7099, 0, 0, 0, 0, 0, 0, 0, 1800.61, 0, 0, 0, 0, 0
7088, 2088.57, 954.975, 7121.55, 7721.4, 2029.96, 858.476, 6901.37, 7383.14, 0, 0, 0, 0, 58.7529, 95.9594, 220.309, 360.467, 15.2155, 8.8846, 43.5374, 87.0748, 180.461, 44.17, 9.68275, 49.0701, 6.33914, 0.40875, 6.74789, 2.93486, 0, 0, 0, 0, 57.0919, 1.66095, 0, 0, 0, 0, 0, 8.0218, 1.66095, 0, 0, 0, 0, 0, 5.53273, 0, 0, 0, 0, 0, 0, 43.5374, 0, 0, 0, 0, 0, 0, 0, 2029.96, 0, 0, 0, 0, 0
7089, 1895.72, 872.964, 7121.55, 7721.4, 1839.29, 781.523, 6901.37, 7383.14, 0, 0, 0, 0, 56.3056, 91.8948, 220.309, 360.467, 12.6252, 4.53391, 43.6804, 87.3608, 180.461, 44.17, 8.0297, 48.2759, 5.24487, 0.337952, 5.58282, 2.44688, 0, 0, 0, 0, 54.9199, 1.38574, 0, 0, 0, 0, 0, 6.64396, 1.38574, 0, 0, 0, 0, 0, 4.59551, 0, 0, 0, 0, 0, 0, 43.6804, 0, 0, 0, 0, 0, 0, 0, 1839.29, 0, 0, 0, 0, 0
7090, 1687.4, 784.385, 7121.55, 7721.4, 1633.27, 696.841, 6901.37, 7383.14, 0, 0, 0, 0, 54.0037, 88.0445, 220.309, 360.467, 10.1689, 0.374898, 43.8348, 87.6696, 180.461, 44.17, 6.437, 47.5667, 4.18081, 0.269611, 4.45042, 1.98658, 0, 0, 0, 0, 52.8696, 1.13407, 0, 0, 0, 0, 0, 5.30293, 1.13407, 0, 0, 0, 0, 0, 3.73189, 0, 0, 0, 0, 0, 0, 43.8348, 0, 0, 0, 0, 0, 0, 0, 1633.27, 0, 0, 0, 0, 0
7091, 1696.93, 788.699, 7121.55, 7721.4, 1642.77, 700.396, 6901.37, 7383.14, 0, 0, 0, 0, 54.1686, 88.2781, 220.309, 360.467, 10.3414, 0.623693, 43.8272, 87.6544, 180.461, 44.17, 6.53267, 47.6359, 4.23276, 0.27263, 4.50539, 2.02728, 0, 0, 0, 0, 53.0085, 1.16006, 0, 0, 0, 0, 0, 5.37261, 1.16006, 0, 0, 0, 0, 0, 3.80871, 0, 0, 0, 0, 0, 0, 43.8272, 0, 0, 0, 0, 0, 0, 0, 1642.77, 0, 0, 0, 0, 0
7092, 1741.16, 807.542, 7121.55, 7721.4, 1686.48, 718.307, 6901.37, 7383.14, 0, 0, 0, 0, 54.7022, 89.1269, 220.309, 360.467, 10.9081, 1.53869, 43.7941, 87.5882, 180.461, 44.17, 6.88484, 47.8174, 4.45575, 0.286715, 4.74246, 2.14238, 0, 0, 0, 0, 53.4754, 1.2268, 0, 0, 0, 0, 0, 5.65805, 1.2268, 0, 0, 0, 0, 0, 4.02328, 0, 0, 0, 0, 0, 0, 43.7941, 0, 0, 0, 0, 0, 0, 0, 1686.48, 0, 0, 0, 0, 0
7093, 1842.68, 850.718, 7121.55, 7721.4, 1786.83, 759.393, 6901.37, 7383.14, 0, 0, 0, 0, 55.9041, 91.0827, 220.309, 360.467, 12.1856, 3.64572, 43.7185, 87.437, 180.461, 44.17, 7.69668, 48.2074, 4.98302, 0.320032, 5.30305, 2.39363, 0, 0, 0, 0, 54.5364, 1.36768, 0, 0, 0, 0, 0, 6.329, 1.36768, 0, 0, 0, 0, 0, 4.4889, 0, 0, 0, 0, 0, 0, 43.7185, 0, 0, 0, 0, 0, 0, 0, 1786.83, 0, 0, 0, 0, 0
7094, 1885.42, 868.797, 7121.55, 7721.4, 1829.07, 776.807, 6901.37, 7383.14, 0, 0, 0, 0, 56.3788, 91.8867, 220.309, 360.467, 12.6918, 4.51278, 43.6869, 87.3739, 180.461, 44.17, 8.03153, 48.3473, 5.20971, 0.334545, 5.54426, 2.48727, 0, 0, 0, 0, 54.9616, 1.41722, 0, 0, 0, 0, 0, 6.61431, 1.41722, 0, 0, 0, 0, 0, 4.66031, 0, 0, 0, 0, 0, 0, 43.6869, 0, 0, 0, 0, 0, 0, 0, 1829.07, 0, 0, 0, 0, 0
7095, 1988.44, 912.489, 7121.55, 7721.4, 1930.83, 818.235, 6901.37, 7383.14, 0, 0, 0, 0, 57.6723, 94.0111, 220.309, 360.467, 14.0619, 6.79036, 43.6104, 87.2207, 180.461, 44.17, 8.90933, 48.7629, 5.78518, 0.370828, 6.15601, 2.75332, 0, 0, 0, 0, 56.1079, 1.56439, 0, 0, 0, 0, 0, 7.34494, 1.56439, 0, 0, 0, 0, 0, 5.15256, 0, 0, 0, 0, 0, 0, 43.6104, 0, 0, 0, 0, 0, 0, 0, 1930.83, 0, 0, 0, 0, 0
7096, 2293.07, 1041.14, 7121.55, 7721.4, 2231.44, 939.55, 6901.37, 7383.14, 0, 0, 0, 0, 61.8246, 100.899, 220.309, 360.467, 18.4398, 14.1298, 43.3847, 86.7695, 180.461, 44.17, 11.734, 50.0906, 7.6548, 0.489931, 8.14473, 3.5893, 0, 0, 0, 0, 59.7988, 2.02575, 0, 0, 0, 0, 0, 9.70828, 2.02575, 0, 0, 0, 0, 0, 6.70581, 0, 0, 0, 0, 0, 0, 43.3847, 0, 0, 0, 0, 0, 0, 0, 2231.44, 0, 0, 0, 0, 0
7097, 2575.2, 1159.39, 7121.55, 7721.4, 2509.08, 1050.49, 6901.37, 7383.14, 0, 0, 0, 0, 66.2934, 108.28, 220.309, 360.467, 23.117, 21.9276, 43.1764, 86.3527, 180.461, 44.17, 14.7274, 51.5659, 9.62453, 0.615653, 10.2402, 4.48725, 0, 0, 0, 0, 63.7643, 2.52909, 0, 0, 0, 0, 0, 12.1983, 2.52909, 0, 0, 0, 0, 0, 8.38959, 0, 0, 0, 0, 0, 0, 43.1764, 0, 0, 0, 0, 0, 0, 0, 2509.08, 0, 0, 0, 0, 0
7098, 2918.2, 1302.28, 7121.55, 7721.4, 2845.88, 1182.98, 6901.37, 7383.14, 0, 0, 0, 0, 72.5345, 118.574, 220.309, 360.467, 29.6106, 32.7261, 42.9239, 85.8478, 180.461, 44.17, 18.8348, 53.6997, 12.3178, 0.789943, 13.1077, 5.72711, 0, 0, 0, 0, 69.2921, 3.24241, 0, 0, 0, 0, 0, 15.5924, 3.24241, 0, 0, 0, 0, 0, 10.7758, 0, 0, 0, 0, 0, 0, 42.9239, 0, 0, 0, 0, 0, 0, 0, 2845.88, 0, 0, 0, 0, 0
7099, 3157.75, 1401.49, 7121.55, 7721.4, 3080.48, 1274.39, 6901.37, 7383.14, 0, 0, 0, 0, 77.4325, 126.611, 220.309, 360.467, 34.685, 41.1159, 42.7474, 85.4949, 180.461, 44.17, 22.0462, 55.3862, 14.4122, 0.923181, 15.3354, 6.7108, 0, 0, 0, 0, 73.6287, 3.80373, 0, 0, 0, 0, 0, 18.2425, 3.80373, 0, 0, 0, 0, 0, 12.6388, 0, 0, 0, 0, 0, 0, 42.7474, 0, 0, 0, 0, 0, 0, 0, 3080.48, 0, 0, 0, 0, 0
7100, 3150.78, 1398.57, 7121.55, 7721.4, 3073.47, 1272.19, 6901.37, 7383.14, 0, 0, 0, 0, 77.3042, 126.398, 220.309, 360.467, 34.5514, 40.8924, 42.7528, 85.5056, 180.461, 44.17, 21.9445, 55.3597, 14.3437, 0.920071, 15.2638, 6.68071, 0, 0, 0, 0, 73.5109, 3.79327, 0, 0, 0, 0, 0, 18.1512, 3.79327, 0, 0, 0, 0, 0, 12.6069, 0, 0, 0, 0, 0, 0, 42.7528, 0, 0, 0, 0, 0, 0, 0, 3073.47, 0, 0, 0, 0, 0
7101, 3106.9, 1380.41, 7121.55, 7721.4, 3030.48, 1255.6, 6901.37, 7383.14, 0, 0, 0, 0, 76.392, 124.902, 220.309, 360.467, 33.6067, 39.3315, 42.7853, 85.5707, 180.461, 44.17, 21.3312, 55.0608, 13.9424, 0.895094, 14.8375, 6.49372, 0, 0, 0, 0, 72.7009, 3.69112, 0, 0, 0, 0, 0, 17.6401, 3.69112, 0, 0, 0, 0, 0, 12.2754, 0, 0, 0, 0, 0, 0, 42.7853, 0, 0, 0, 0, 0, 0, 0, 3030.48, 0, 0, 0, 0, 0
7102, 3128.55, 1389.38, 7121.55, 7721.4, 3051.72, 1263.67, 6901.37, 7383.14, 0, 0, 0, 0, 76.8504, 125.659, 220.309, 360.467, 34.0809, 40.1199, 42.7695, 85.539, 180.461, 44.17, 21.6207, 55.2297, 14.1308, 0.906493, 15.0373, 6.58333, 0, 0, 0, 0, 73.1073, 3.74316, 0, 0, 0, 0, 0, 17.8775, 3.74316, 0, 0, 0, 0, 0, 12.4603, 0, 0, 0, 0, 0, 0, 42.7695, 0, 0, 0, 0, 0, 0, 0, 3051.72, 0, 0, 0, 0, 0
7103, 2723.49, 1221, 7121.55, 7721.4, 2654.36, 1109.3, 6901.37, 7383.14, 0, 0, 0, 0, 68.8642, 112.574, 220.309, 360.467, 25.7957, 26.4367, 43.0685, 86.137, 180.461, 44.17, 16.3773, 52.4869, 10.7152, 0.688388, 11.4036, 4.97364, 0, 0, 0, 0, 66.0419, 2.8223, 0, 0, 0, 0, 0, 13.555, 2.8223, 0, 0, 0, 0, 0, 9.41841, 0, 0, 0, 0, 0, 0, 43.0685, 0, 0, 0, 0, 0, 0, 0, 2654.36, 0, 0, 0, 0, 0
7104, 2149.85, 980.643, 7121.55, 7721.4, 2090.29, 883.314, 6901.37, 7383.14, 0, 0, 0, 0, 59.5747, 97.3437, 220.309, 360.467, 16.0819, 10.3582, 43.4927, 86.9855, 180.461, 44.17, 10.2169, 49.3578, 6.69572, 0.431374, 7.12709, 3.08976, 0, 0, 0, 0, 57.8246, 1.75004, 0, 0, 0, 0, 0, 8.46681, 1.75004, 0, 0, 0, 0, 0, 5.86507, 0, 0, 0, 0, 0, 0, 43.4927, 0, 0, 0, 0, 0, 0, 0, 2090.29, 0, 0, 0, 0, 0
7105, 1677.91, 780.673, 7121.55, 7721.4, 1624.24, 693.019, 6901.37, 7383.14, 0, 0, 0, 0, 53.6823, 87.6735, 220.309, 360.467, 9.83923, -0.0125841, 43.843, 87.6861, 180.461, 44.17, 6.25119, 47.4311, 4.10176, 0.265177, 4.36694, 1.88426, 0, 0, 0, 0, 52.6149, 1.06733, 0, 0, 0, 0, 0, 5.18386, 1.06733, 0, 0, 0, 0, 0, 3.58804, 0, 0, 0, 0, 0, 0, 43.843, 0, 0, 0, 0, 0, 0, 0, 1624.24, 0, 0, 0, 0, 0
7106, 1438.31, 678.052, 7121.55, 7721.4, 1386.88, 594.895, 6901.37, 7383.14, 0, 0, 0, 0, 51.2939, 83.7469, 220.309, 360.467, 7.27219, -4.29643, 44.0217, 88.0433, 180.461, 44.17, 4.6174, 46.6765, 3.02941, 0.196468, 3.22588, 1.39153, 0, 0, 0, 0, 50.5036, 0.79023, 0, 0, 0, 0, 0, 3.82717, 0.79023, 0, 0, 0, 0, 0, 2.65479, 0, 0, 0, 0, 0, 0, 44.0217, 0, 0, 0, 0, 0, 0, 0, 1386.88, 0, 0, 0, 0, 0
7107, 1315.91, 625.774, 7121.55, 7721.4, 1265.61, 544.082, 6901.37, 7383.14, 0, 0, 0, 0, 50.2286, 81.9949, 220.309, 360.467, 6.11593, -6.23031, 44.1126, 88.2253, 180.461, 44.17, 3.88067, 46.3479, 2.54518, 0.165268, 2.71044, 1.17023, 0, 0, 0, 0, 49.5627, 0.665865, 0, 0, 0, 0, 0, 3.21481, 0.665865, 0, 0, 0, 0, 0, 2.23526, 0, 0, 0, 0, 0, 0, 44.1126, 0, 0, 0, 0, 0, 0, 0, 1265.61, 0, 0, 0, 0, 0
7108, 1285.76, 612.981, 7121.55, 7721.4, 1235.76, 531.461, 6901.37, 7383.14, 0, 0, 0, 0, 49.985, 81.5932, 220.309, 360.467, 5.85007, -6.6767, 44.135, 88.2699, 180.461, 44.17, 3.71007, 46.275, 2.43246, 0.158272, 2.59073, 1.11934, 0, 0, 0, 0, 49.3466, 0.638433, 0, 0, 0, 0, 0, 3.07164, 0.638433, 0, 0, 0, 0, 0, 2.14, 0, 0, 0, 0, 0, 0, 44.135, 0, 0, 0, 0, 0, 0, 0, 1235.76, 0, 0, 0, 0, 0
7109, 1269.69, 606.099, 7121.55, 7721.4, 1219.81, 524.745, 6901.37, 7383.14, 0, 0, 0, 0, 49.8672, 81.3913, 220.309, 360.467, 5.7203, -6.90238, 44.1469, 88.2937, 180.461, 44.17, 3.62644, 46.2407, 2.37511, 0.1548, 2.5299, 1.09653, 0, 0, 0, 0, 49.2401, 0.627014, 0, 0, 0, 0, 0, 2.99942, 0.627014, 0, 0, 0, 0, 0, 2.09386, 0, 0, 0, 0, 0, 0, 44.1469, 0, 0, 0, 0, 0, 0, 0, 1219.81, 0, 0, 0, 0, 0
7110, 1409.36, 666.225, 7121.55, 7721.4, 1358.4, 582.55, 6901.37, 7383.14, 0, 0, 0, 0, 51.0437, 83.3273, 220.309, 360.467, 7.00126, -4.75758, 44.0424, 88.0849, 180.461, 44.17, 4.44535, 46.5984, 2.91426, 0.189021, 3.10328, 1.34208, 0, 0, 0, 0, 50.2809, 0.762806, 0, 0, 0, 0, 0, 3.68255, 0.762806, 0, 0, 0, 0, 0, 2.55591, 0, 0, 0, 0, 0, 0, 44.0424, 0, 0, 0, 0, 0, 0, 0, 1358.4, 0, 0, 0, 0, 0
7111, 1815.92, 839.805, 7121.55, 7721.4, 1760.92, 748.6, 6901.37, 7383.14, 0, 0, 0, 0, 55.2437, 90.2349, 220.309, 360.467, 11.5039, 2.7552, 43.7399, 87.4797, 180.461, 44.17, 7.31302, 47.9307, 4.7969, 0.309408, 5.1063, 2.20672, 0, 0, 0, 0, 53.9956, 1.24811, 0, 0, 0, 0, 0, 6.06491, 1.24811, 0, 0, 0, 0, 0, 4.19083, 0, 0, 0, 0, 0, 0, 43.7399, 0, 0, 0, 0, 0, 0, 0, 1760.92, 0, 0, 0, 0, 0
7112, 2003.02, 918.793, 7121.55, 7721.4, 1945.54, 824.282, 6901.37, 7383.14, 0, 0, 0, 0, 57.5887, 94.0718, 220.309, 360.467, 13.9874, 6.86921, 43.6013, 87.2026, 180.461, 44.17, 8.89031, 48.6984, 5.8256, 0.37638, 6.20198, 2.68832, 0, 0, 0, 0, 56.0645, 1.52419, 0, 0, 0, 0, 0, 7.36612, 1.52419, 0, 0, 0, 0, 0, 5.0971, 0, 0, 0, 0, 0, 0, 43.6013, 0, 0, 0, 0, 0, 0, 0, 1945.54, 0, 0, 0, 0, 0
7113, 1728.49, 801.838, 7121.55, 7721.4, 1674.04, 713.874, 6901.37, 7383.14, 0, 0, 0, 0, 54.2828, 88.6211, 220.309, 360.467, 10.4774, 1.01026, 43.8054, 87.6108, 180.461, 44.17, 6.66098, 47.6218, 4.36035, 0.282626, 4.64297, 2.01801, 0, 0, 0, 0, 53.1365, 1.14633, 0, 0, 0, 0, 0, 5.51466, 1.14633, 0, 0, 0, 0, 0, 3.8164, 0, 0, 0, 0, 0, 0, 43.8054, 0, 0, 0, 0, 0, 0, 0, 1674.04, 0, 0, 0, 0, 0
7114, 1706.81, 792.925, 7121.55, 7721.4, 1652.75, 704.745, 6901.37, 7383.14, 0, 0, 0, 0, 54.0466, 88.23, 220.309, 360.467, 10.2255, 0.587828, 43.8211, 87.6422, 180.461, 44.17, 6.50132, 47.5453, 4.25504, 0.27548, 4.53052, 1.9708, 0, 0, 0, 0, 52.9279, 1.11867, 0, 0, 0, 0, 0, 5.38265, 1.11867, 0, 0, 0, 0, 0, 3.72421, 0, 0, 0, 0, 0, 0, 43.8211, 0, 0, 0, 0, 0, 0, 0, 1652.75, 0, 0, 0, 0, 0
